n02085620,n02102318,n02086910,n02107312,n02087046
n02097209,n02097047,n02112706,n02097130,n01440764
n03032252,n02840245,n03908618,n03854065,n02672831
n01496331,n01498041,n03598930,n04332243,n03584829
n04118538,n02988304,n03690938,n15075141,n03942813
n04548362,n02999410,n03534580,n04235860,n04435653
n02095314,n02097209,n02097047,n02093859,n02095570
n03670208,n06874185,n02930766,n03938244,n04040759
n02112137,n02111889,n02111500,n02110063,n02112018
n02776631,n03461385,n04200800,n03697007,n02927161
n03938244,n03485794,n03291819,n03775546,n04332243
n04296562,n04487394,n04141076,n02672831,n03110669
n03899768,n03201208,n04590129,n04099969,n03376595
n04423845,n07614500,n07613480,n07579787,n04116512
n04023962,n03793489,n03887697,n15075141,n02782093
n03958227,n04507155,n03000134,n10148035,n03045698
n04515003,n03452741,n03721384,n03196217,n04153751
n03657121,n02988304,n04004767,n03314780,n03690938
n02108000,n02088364,n02107908,n02088238,n02105412
n04009552,n04380533,n04553703,n04026417,n04265275
n01776313,n01775062,n02229544,n01770393,n02177972
n02088238,n02102177,n02088364,n02102318,n02092339
n01917289,n03530642,n03980874,n03065424,n03998194
n02086910,n02110806,n02113186,n02105855,n02110063
n03384352,n03995372,n02966687,n04442312,n03297495
n03598930,n02093859,n02112706,n04026417,n01770393
n03141823,n02088632,n02107908,n02107312,n02110806
n04090263,n02749479,n03763968,n04389033,n07714990
n04116512,n04589890,n02783161,n03485794,n03794056
n01955084,n01768244,n01990800,n02799071,n04131690
n04275548,n03271574,n01773797,n03857828,n02909870
n02110958,n02483708,n02488291,n02483362,n02113978
n03690938,n02979186,n02870880,n03871628,n03180011
n02823428,n04423845,n04254777,n03255030,n04200800
n02110341,n04423845,n03938244,n02091032,n03980874
n03942813,n04254680,n03982430,n03141823,n04517823
n03938244,n02124075,n02123045,n04026417,n02097209
n03220513,n03991062,n04429376,n04049303,n03089624
n03584254,n04554684,n04372370,n03761084,n03961711
n02672831,n02699494,n04200800,n04462240,n04536866
n03777754,n02979186,n03492542,n04392985,n04004767
n03742115,n04254120,n03995372,n02966687,n04070727
n01534433,n01560419,n01592084,n12267677,n03887697
n02129165,n03803284,n02127052,n03724870,n02129604
n01614925,n03598930,n01797886,n01608432,n01773797
n04589890,n02486410,n02120505,n02125311,n02397096
n04599235,n04367480,n03207743,n04325704,n12985857
n02129604,n02123045,n02123159,n02128385,n02124075
n09256479,n03598930,n01751748,n01917289,n02643566
n02097209,n02097047,n02097130,n02106382,n02093859
n04399382,n02113978,n04423845,n07714990,n01829413
n02486410,n02117135,n02112137,n03598930,n02124075
n02168699,n02236044,n02226429,n02231487,n02177972
n03814906,n03980874,n03938244,n04127249,n04423845
n02110063,n02113023,n02106030,n02105855,n02110185
n01877812,n02454379,n02486261,n02484975,n02120505
n04367480,n04296562,n03498962,n03873416,n04039381
n03804744,n03887697,n01776313,n04209239,n07248320
n02100583,n02099849,n02087394,n02090379,n02088466
n02328150,n02123394,n02111889,n02098286,n02085936
n03041632,n07590611,n02776631,n04263257,n04596742
n07734744,n13054560,n13052670,n12998815,n13044778
n03673027,n03887697,n03598930,n15075141,n04033995
n02129165,n02127052,n02125311,n02129604,n01440764
n02111500,n02100735,n02111889,n04033995,n02804414
n03763968,n03929855,n10148035,n04462240,n06785654
n02129604,n02123159,n02123045,n02124075,n03838899
n02894605,n03598930,n01978287,n02795169,n03933933
n02124075,n02128757,n02128385,n02123159,n02123045
n04238763,n04118776,n02892201,n04589890,n04152593
n03720891,n03134739,n03255030,n03250847,n03445777
n03793489,n04074963,n03832673,n04517823,n03938244
n03424325,n03657121,n04009552,n03691459,n04069434
n07718472,n03476684,n07716358,n07717410,n03938244
n02483362,n04399382,n02489166,n02487347,n02493509
n02099849,n02092339,n02105412,n02100583,n02099429
n02091244,n02085620,n02101388,n02091134,n02102177
n02097658,n02096294,n02120505,n02112350,n02094258
n04423845,n03637318,n04332243,n03814906,n03532672
n03047690,n04116512,n03871628,n03141823,n04200800
n02093647,n02113712,n02113624,n02113799,n02105505
n02093256,n02105412,n02104365,n02108915,n02107312
n04553703,n07930864,n02808440,n15075141,n03775546
n02129165,n02125311,n02124075,n02127052,n02123159
n04335435,n04487081,n03895866,n02917067,n06874185
n07760859,n07715103,n12267677,n03804744,n01944390
n02107142,n02097130,n02109047,n02097209,n02107574
n03445924,n02701002,n03770679,n03796401,n03769881
n02280649,n02206856,n04423845,n03814906,n03916031
n04553703,n04200800,n03498962,n04517823,n04336792
n03457902,n03000134,n03899768,n04613696,n09256479
n03598930,n04317175,n04033995,n03717622,n07248320
n01798484,n01797886,n01514859,n04423845,n01807496
n03887697,n04070727,n03424325,n02977058,n03924679
n01728572,n01740131,n01728920,n01744401,n01748264
n03924679,n04004767,n04554684,n03180011,n03887697
n02099429,n02099267,n02092339,n02099712,n02099849
n07932039,n07920052,n02823750,n04081281,n07892512
n04026417,n03709823,n04548362,n02834397,n02769748
n02093859,n02097130,n02113712,n02106382,n02095570
n02018795,n01806143,n04120489,n04118538,n04277352
n03832673,n03642806,n04264628,n04004767,n04152593
n04074963,n04041544,n03602883,n02979186,n03777754
n04141327,n03658185,n03041632,n02883205,n02783161
n01917289,n09256479,n03938244,n02643566,n01914609
n04141975,n04553703,n04254120,n04548280,n02808440
n04548280,n04277352,n02834397,n03775546,n02910353
n02104365,n02105056,n03938244,n02112350,n02099267
n03724870,n03602883,n03127747,n03271574,n03124170
n02093428,n02092339,n02093256,n02108422,n02099849
n03109150,n02951585,n02783161,n04154565,n04376876
n03240683,n02687172,n04404412,n04589890,n03126707
n02086079,n02110958,n02112706,n04423845,n02090379
n02125311,n02114855,n02114712,n02115641,n02129165
n03887697,n13040303,n03938244,n02783161,n02090379
n02102040,n02106166,n02102318,n02106030,n02096585
n03495258,n03018349,n04192698,n02788148,n03347037
n04584207,n03476991,n04599235,n03814639,n03124170
n03887697,n03388549,n04040759,n04004767,n04590129
n02883205,n04501370,n10148035,n04462240,n02807133
n07875152,n07753275,n04423845,n03871628,n03709823
n07565083,n02776631,n07714990,n07720875,n04476259
n04136333,n04507155,n03866082,n02963159,n03450230
n03759954,n02790996,n03476991,n02802426,n02782093
n04553703,n04254120,n03742115,n03942813,n04209239
n04376876,n03908618,n04154565,n02672831,n03729826
n03250847,n03970156,n03720891,n04487394,n03873416
n03938244,n04201297,n02870880,n04033995,n02971356
n03598930,n03938244,n04033995,n03980874,n06596364
n02098105,n04517823,n02099712,n04367480,n04154565
n03445777,n02877765,n04423845,n03942813,n07930864
n02909870,n03938244,n04235860,n04259630,n03637318
n03891332,n03710193,n02977058,n02930766,n06874185
n07892512,n07930864,n02797295,n04074963,n04141975
n02363005,n02105505,n03207941,n04417672,n04523525
n03527444,n04026417,n03196217,n03197337,n03207743
n02667093,n04033995,n02808440,n04493381,n03938244
n04613696,n01817953,n03445777,n03481172,n03899768
n04141975,n03887697,n02971356,n04554684,n03131574
n04423845,n03271574,n01817953,n02113978,n01797886
n02229544,n01749939,n02177972,n01729977,n07718472
n02799071,n04118538,n03134739,n03942813,n03445777
n02814533,n03529860,n03670208,n03100240,n02930766
n06874185,n02790996,n03255030,n04286575,n03976657
n02088466,n02109047,n01440764,n03776460,n03777568
n03825788,n02834397,n02804414,n03125729,n03188531
n01484850,n01491361,n03584829,n02536864,n02643566
n03804744,n04591157,n02883205,n02236044,n04589890
n03938244,n02095889,n02099712,n02098286,n02111500
n02086646,n02102318,n02101556,n02098413,n02101388
n03942813,n03721384,n03982430,n03720891,n07583066
n04501370,n03425413,n02977058,n04141975,n04554684
n03742115,n04590129,n03584829,n04550184,n03018349
n02817516,n03759954,n04584207,n03124170,n02807133
n04049303,n02795169,n01440764,n03775071,n03775546
n04483307,n02981792,n04347754,n03947888,n04147183
n02093859,n02097209,n04399382,n02097130,n02808440
n03388549,n04344873,n03788365,n03125729,n04033995
n02815834,n03950228,n03063689,n03733805,n04560804
n02487347,n02493509,n02483362,n02489166,n02486261
n02074367,n10565667,n01496331,n01498041,n04606251
n02108089,n02110958,n02111500,n02100236,n02109525
n02536864,n02641379,n01440764,n02514041,n06785654
n02105412,n02114367,n02114855,n02120505,n02137549
n07697313,n02776631,n07583066,n07714990,n07711569
n03938244,n03871628,n01440764,n03775071,n03775546
n04033995,n03938244,n03291819,n02782093,n04589890
n02093256,n02085620,n02108915,n02093428,n04356056
n02085620,n02086910,n02112018,n02094433,n02808304
n03196217,n04004767,n04548280,n03642806,n03871628
n02860847,n03662601,n04037443,n03444034,n04273569
n03496892,n04428191,n04465501,n03967562,n03697007
n02730930,n04033995,n04371430,n03938244,n03637318
n03065424,n03814906,n02788148,n03220513,n04005630
n03877845,n03598930,n04346328,n03788195,n04200800
n02791270,n02871525,n03938244,n03355925,n04200800
n04325704,n03404251,n02963159,n03980874,n04532106
n04462240,n04423845,n04200800,n03461385,n04443257
n02113799,n02093647,n02101556,n02113624,n02111500
n02093859,n02097130,n02113799,n02097209,n02106382
n03016953,n03014705,n03347037,n02808440,n04004767
n02123045,n02123159,n02124075,n03938244,n04493381
n03895866,n04487081,n04146614,n03345487,n04335435
n04590129,n04493381,n03584829,n04074963,n04548280
n03938244,n04033995,n03775071,n03775546,n03776460
n03804744,n03481172,n02966687,n04154565,n04153751
n02364673,n02342885,n03482405,n03938244,n04423845
n03781244,n03877845,n04486054,n02980441,n03220513
n04589890,n02643566,n01944390,n01833805,n01775062
n15075141,n03887697,n02808304,n02111889,n03207743
n03763968,n09835506,n03721384,n03649909,n02787622
n03991062,n04522168,n03944341,n07747607,n04590129
n07715103,n03938244,n03775546,n03637318,n03958227
n02111889,n02114548,n03938244,n02110185,n02109961
n01917289,n02319095,n03089624,n03598930,n13052670
n07753113,n12768682,n07753592,n07720875,n07717410
n02892201,n04548280,n04026417,n04041544,n03584254
n03131574,n03657121,n04399382,n03598930,n03814639
n03404251,n02916936,n02817516,n04462240,n04350905
n04153751,n02231487,n02165105,n01689811,n03476684
n01978287,n07579787,n07711569,n07714990,n07697313
n04153751,n03938244,n04209239,n04553703,n03347037
n02443114,n02342885,n02443484,n02123045,n02442845
n03877472,n03141823,n04367480,n04350905,n03617480
n03902125,n04074963,n02977058,n06785654,n04525305
n01632777,n03950228,n03125729,n03935335,n04399382
n02808440,n04328186,n03825788,n04254120,n03188531
n01669191,n01667778,n01667114,n01917289,n02699494
n02104029,n02111500,n02111889,n02105505,n02090622
n02106382,n02099429,n01817953,n02504458,n02093859
n01883070,n01917289,n02124075,n02128757,n01955084
n02319095,n04523525,n02454379,n01774750,n03938244
n01667778,n01669191,n01667114,n03476684,n03814906
n01728920,n07695742,n02317335,n03063689,n01728572
n02219486,n02165105,n02236044,n02169497,n02233338
n03970156,n03291819,n03623198,n04548280,n03041632
n02123394,n03938244,n07930864,n02123045,n03598930
n01985128,n04423845,n04120489,n01981276,n01990800
n04589890,n03220513,n04296562,n04037443,n03938244
n01592084,n01560419,n01534433,n03775546,n03776460
n04429376,n03000247,n02667093,n04418357,n02128385
n02281787,n02268443,n04423845,n04589890,n02177972
n02093647,n02105505,n02098105,n03724870,n02105641
n03447447,n01667778,n01704323,n04367480,n03947888
n02128925,n02128385,n02129604,n01917289,n02123159
n01978287,n01981276,n01978455,n07579787,n07697313
n01776313,n02808304,n03291819,n02219486,n02325366
n03065424,n03220513,n04286575,n02788148,n04069434
n03938244,n02319095,n12267677,n07718472,n07749582
n01917289,n03938244,n09256479,n02892201,n03485794
n02480855,n02480495,n02481823,n07248320,n02883205
n02747177,n03220513,n03376595,n03733281,n02909870
n01943899,n01944390,n07734744,n13054560,n13052670
n06785654,n04153751,n03733281,n03534580,n04479046
n02536864,n02641379,n02640242,n02514041,n01978287
n04479046,n03887697,n03498962,n04517823,n04350905
n01770081,n01775062,n02268853,n01773797,n02165105
n02977058,n15075141,n03742115,n04209239,n03529860
n02111129,n02111277,n02106030,n02110063,n02108551
n01806567,n01807496,n01797886,n04033901,n01796340
n07753275,n07753592,n01440764,n03775546,n03776460
n02256656,n02229544,n02190166,n02264363,n02226429
n03124170,n02909870,n01984695,n04209239,n03938244
n02977058,n03347037,n04590129,n02791270,n03899768
n02111277,n02106382,n03938244,n02410509,n03887697
n02092339,n02109047,n02100236,n02099712,n02108089
n02415577,n02114855,n03201208,n02088466,n02422106
n03899768,n04204347,n03207941,n04554684,n03347037
n03887697,n07930864,n03775546,n07579787,n03729826
n03908618,n04116512,n04118776,n02966687,n04154565
n02279972,n02643566,n02319095,n03000134,n03598930
n03691459,n04041544,n03777754,n04392985,n02979186
n03947888,n03216828,n04366367,n04147183,n03673027
n02963159,n03938244,n04370456,n04599235,n03127747
n03272010,n04118776,n04162706,n04270147,n02454379
n03710637,n03710721,n06785654,n04344873,n02837789
n01629819,n01945685,n03874599,n03594734,n04399382
n03967562,n02408429,n02793495,n01943899,n03935335
n04026417,n03482405,n03950228,n03709823,n02834397
n04487081,n04335435,n02930766,n03345487,n03895866
n01784675,n01740131,n01751748,n01737021,n01930112
n02454379,n02892201,n01944390,n02319095,n07802026
n02007558,n02006656,n01968897,n02009912,n04152593
n03899768,n03201208,n03018349,n04081281,n03938244
n03180011,n02708093,n03179701,n04515003,n03085013
n03902125,n03777754,n03187595,n02979186,n02977058
n03255030,n04154565,n03995372,n04265275,n02672831
n03447447,n03216828,n03344393,n03028079,n04517823
n04479046,n02749479,n04086273,n03424325,n03884397
n01440764,n07718472,n03134739,n13054560,n02514041
n03424325,n03297495,n03255030,n04399382,n04507155
n03598930,n04548280,n03141823,n02895154,n03724870
n02097130,n02093859,n02097298,n02106382,n04399382
n04332243,n03347037,n04589890,n04596742,n04325704
n02814860,n03887697,n02808304,n04553703,n03291819
n02488291,n02490219,n02484975,n02493509,n02493793
n03032252,n03661043,n02791270,n07248320,n02871525
n03598930,n01917289,n02454379,n03733281,n01944390
n02281406,n02280649,n02277742,n02281787,n01440764
n04589890,n02536864,n01494475,n02074367,n10565667
n02817516,n04536866,n03763968,n01440764,n03775546
n04458633,n03598930,n01440764,n03775071,n03775546
n04399382,n03584254,n03938244,n04033995,n02834397
n02123394,n04599235,n02342885,n02808440,n03825788
n04517823,n04597913,n03887697,n03899768,n03255030
n01847000,n01582220,n01917289,n03871628,n01860187
n04026417,n03908618,n02730930,n04548362,n04423845
n04482393,n03444034,n02699494,n03394916,n03110669
n02483362,n02487347,n02488291,n02486261,n02490219
n04152593,n04254680,n03782006,n04404412,n03393912
n02123597,n02883205,n02124075,n02105162,n01440764
n02883205,n04536866,n03838899,n03759954,n03372029
n02111500,n02111889,n02104029,n02099712,n03188531
n04332243,n03063599,n04597913,n04398044,n02951585
n03775546,n03690938,n03938244,n04033995,n07930864
n01797886,n01807496,n01944390,n01855672,n01796340
n03291819,n04317175,n07248320,n03871628,n07565083
n03721384,n01440764,n03775546,n03776460,n03777568
n03255030,n04208210,n02790996,n02977058,n04554684
n02892767,n03720891,n03690938,n04254777,n02963159
n02086240,n02112706,n02097658,n02093754,n02085620
n02492660,n02489166,n01558993,n02999410,n01532829
n04049303,n15075141,n02795169,n03764736,n02909870
n02977058,n03196217,n04141975,n04328186,n04590129
n03761084,n03793489,n04074963,n04548280,n04553703
n02096585,n03803284,n02087046,n02101388,n02107574
n02364673,n01440764,n03775071,n03775546,n03776460
n02808440,n02134084,n04116512,n04209239,n02804414
n04005630,n02092339,n02099849,n02100583,n02099712
n04517823,n02906734,n04485082,n04367480,n04201297
n04371774,n04507155,n03763968,n02906734,n01440764
n02097658,n02094433,n02096294,n02097047,n02094114
n02102040,n02102177,n02102480,n02101388,n02102318
n03271574,n04553703,n04286575,n04209239,n04447861
n02111500,n02090622,n02098286,n02120079,n02111889
n03916031,n07579787,n03314780,n03908714,n03676483
n03908618,n04118776,n03942813,n04589890,n04376876
n02536864,n02787622,n04525305,n04443257,n02640242
n03729826,n04523525,n03661043,n03877845,n04326547
n03924679,n04004767,n04554684,n02971356,n04070727
n02325366,n02326432,n01917289,n01944390,n02137549
n04254120,n03902125,n03498962,n04372370,n04005630
n04325704,n02963159,n04350905,n03680355,n04599235
n01983481,n01985128,n01990800,n03724870,n01978287
n03141823,n03250847,n04141327,n03110669,n04376876
n04347754,n03662601,n03216828,n03673027,n03095699
n01729322,n01740131,n01734418,n01756291,n01755581
n02676566,n03272010,n04517823,n03970156,n04367480
n04536866,n02992211,n03794056,n02676566,n03929660
n03089624,n03598930,n03871628,n04462240,n03887697
n04033995,n04344873,n03938244,n04380533,n01917289
n03938244,n03887697,n03937543,n04344873,n02870880
n03938244,n03124170,n03534580,n04458633,n02841315
n04423845,n04200800,n02454379,n04479046,n01748264
n02102318,n02100877,n02099601,n04423845,n02088364
n04153751,n03255030,n01855032,n04376876,n01855672
n03742115,n03961711,n03876231,n03017168,n03871628
n03895866,n04517823,n03220513,n04208210,n03902125
n04493381,n02808440,n03710637,n04344873,n02892767
n01601694,n01558993,n01807496,n01797886,n04589890
n02443114,n02441942,n02443484,n01817953,n01740131
n04548280,n03291819,n04479046,n06596364,n04590129
n03530642,n01984695,n07930864,n02910353,n04141076
n02988304,n03529860,n03782006,n02979186,n04392985
n02090622,n03938244,n02101388,n04200800,n02086910
n02107574,n02108000,n02107908,n02107683,n02106550
n03290653,n03529860,n04404412,n02870880,n03018349
n04542943,n04330267,n03179701,n03832673,n03180011
n04296562,n02787622,n03720891,n04487394,n03929660
n01944390,n03598930,n01986214,n03887697,n02319095
n03759954,n15075141,n03498962,n04209239,n03887697
n02093991,n02094258,n02098105,n02094114,n02091635
n03125729,n03482405,n03018349,n02804414,n03131574
n02966193,n04462240,n03089624,n03938244,n04200800
n03786901,n03887697,n02783161,n03676483,n03742115
n02027492,n02033041,n02028035,n07579787,n03724870
n04392985,n03425413,n04041544,n02979186,n03924679
n02971356,n04074963,n04590129,n04004767,n03376595
n03207743,n07714990,n03938244,n03724870,n03637318
n01871265,n02504013,n02504458,n01704323,n03938244
n04606251,n04404412,n04366367,n04590129,n03782006
n03724870,n03814639,n02865351,n04591157,n03692522
n02098105,n02094114,n02105505,n02096177,n02097209
n03933933,n04005630,n04366367,n04296562,n03877845
n03125729,n03131574,n02804414,n02870880,n03388549
n04074963,n06785654,n04004767,n03690938,n04141975
n01737021,n01698640,n01873310,n01751748,n01664065
n04332243,n04591157,n15075141,n04141975,n03000247
n04465501,n03967562,n03417042,n04252225,n03445924
n04589890,n09256479,n04399382,n04209239,n01829413
n03026506,n04254777,n03871628,n03908618,n04599235
n03291819,n02808304,n04116512,n02883205,n02971356
n04380533,n03259280,n04344873,n04033995,n04548280
n02100583,n02087394,n02092339,n02091032,n02090379
n01582220,n04120489,n02002724,n04254680,n02667093
n04589890,n03457902,n03598930,n03000134,n03980874
n03388183,n06785654,n02783161,n04548280,n03291819
n07711569,n07875152,n07579787,n07693725,n03259280
n02033041,n02028035,n02006656,n02027492,n03961711
n04116512,n04153751,n02783161,n04376876,n03759954
n02219486,n02165105,n02233338,n02167151,n02174001
n02730930,n02804414,n02834397,n03637318,n03125729
n03063689,n02747177,n03127925,n02971356,n03776460
n02108915,n02085620,n02096585,n02110958,n03803284
n01749939,n01729977,n04589890,n01740131,n01739381
n02105505,n04200800,n04081281,n02817516,n02088094
n03804744,n01693334,n07802026,n01735189,n01749939
n02086910,n02087046,n02105855,n02106030,n02113186
n02107908,n02107574,n02108000,n02088632,n02110806
n03450230,n10148035,n03534580,n03866082,n03938244
n04443257,n07565083,n03089624,n03461385,n02776631
n02128385,n01685808,n04423845,n04380533,n02128925
n03141823,n03584829,n04517823,n04479046,n04266014
n04259630,n03544143,n03124170,n04591157,n02963159
n02319095,n01914609,n09256479,n01917289,n04525038
n07697537,n07880968,n04033995,n03938244,n02776631
n04517823,n04254680,n03584829,n04004767,n02977058
n02099849,n02099712,n04235860,n02100583,n02092339
n03126707,n04606251,n04209239,n03452741,n04116512
n01943899,n04332243,n07930864,n02799071,n04116512
n03908618,n04118776,n04116512,n03908714,n03476684
n04026417,n03871628,n03887697,n03908618,n03291819
n03763968,n04479046,n02916936,n04350905,n03124170
n04376876,n03908618,n03871628,n03908714,n03777754
n02094433,n02096294,n02097658,n02096177,n03938244
n04366367,n03933933,n04589890,n04590129,n03000134
n01614925,n03761084,n04589890,n01608432,n03782006
n02007558,n01968897,n01914609,n04599235,n03476684
n02127052,n02128757,n02128385,n02130308,n06785654
n04019541,n03063599,n07836838,n03929660,n04116512
n04147183,n04612504,n04606251,n03947888,n04483307
n03887697,n03602883,n02233338,n02841315,n04009552
n13044778,n03938244,n04033995,n03887697,n12985857
n04147183,n04612504,n03947888,n02981792,n04483307
n04005630,n03661043,n03877845,n03781244,n03933933
n02093256,n02093428,n02105056,n04493381,n04209239
n02256656,n01917289,n03804744,n01770393,n09256479
n01631663,n01630670,n01693334,n01675722,n01632777
n03690938,n04116512,n02783161,n04423845,n03476991
n02105505,n02113712,n02101556,n02113799,n02088094
n04507155,n03291819,n03045698,n02883205,n04479046
n03216828,n03461385,n02894605,n04347754,n03598930
n03461385,n02807133,n03089624,n07760859,n04200800
n02056570,n02058221,n04589890,n02606052,n02006656
n03127747,n04120489,n04133789,n03379051,n03793489
n03133878,n07753592,n07734744,n04263257,n12144580
n02102177,n02099601,n02102318,n02102040,n02100877
n04589890,n03347037,n02113712,n02817516,n02113624
n02965783,n03598930,n03782006,n04152593,n04355933
n03840681,n03014705,n04116512,n03793489,n04548362
n03207941,n03457902,n03899768,n03393912,n03000134
n02168699,n01775062,n01774384,n02229544,n01773549
n02177972,n01694178,n02169497,n02264363,n02256656
n07930864,n03063599,n07932039,n07920052,n07831146
n01697457,n04120489,n01698640,n01917289,n02317335
n03759954,n02804610,n04141076,n03110669,n03394916
n03938244,n02085620,n02124075,n04344873,n02110063
n07720875,n02782093,n07749582,n07768694,n04398044
n03393912,n03089624,n02807133,n02791270,n04200800
n02692877,n02165105,n04589890,n02219486,n02177972
n04099969,n02950826,n04081281,n04482393,n02692877
n04590129,n02231487,n04141975,n06785654,n03938244
n03763968,n03721384,n02817516,n02672831,n04200800
n03721384,n04487394,n03884397,n03372029,n03063599
n02397096,n03014705,n02092339,n02454379,n02124075
n03000134,n04589890,n06785654,n04005630,n02999410
n07718747,n03461385,n01917289,n07760859,n01440764
n02165105,n02167151,n02168699,n01440764,n03777568
n04154565,n04208210,n03141823,n04376876,n03804744
n04147183,n03947888,n03637318,n02825657,n03028079
n04118538,n02692877,n02782093,n04562935,n03956157
n03124043,n04200800,n04116512,n02948072,n07720875
n03476684,n03938244,n03871628,n03063599,n03584254
n01667114,n02233338,n02169497,n03220513,n03657121
n03938244,n04325704,n03887697,n03291819,n03871628
n03995372,n03483316,n04069434,n03657121,n03271574
n10565667,n03775071,n03775546,n03776460,n03777568
n01798484,n01797886,n01807496,n01514859,n02123045
n04591157,n04554684,n03761084,n03041632,n04479046
n03127747,n03379051,n04026417,n04442312,n03584829
n02105641,n02105505,n02111500,n02098286,n02113712
n03584254,n02992529,n04404412,n03485407,n04152593
n02086646,n02102177,n02088364,n02101388,n02102040
n03938244,n04033995,n04344873,n03089624,n04462240
n01824575,n03041632,n01795545,n01616318,n01558993
n04493381,n01698640,n02066245,n02894605,n02704792
n04317175,n03063599,n02841315,n04442312,n04591157
n02107312,n02087046,n02105412,n02085620,n02107142
n06874185,n04589890,n03776460,n04548280,n03347037
n03967562,n04465501,n04404412,n03649909,n04152593
n02939185,n03764736,n04560804,n02747177,n03950228
n04019541,n03623198,n01440764,n03775546,n03776460
n03938244,n07930864,n04589890,n02974003,n15075141
n04548280,n02708093,n04328186,n04192698,n03938244
n03602883,n03047690,n04120489,n03146219,n03938244
n02963159,n03124170,n03938244,n03207743,n04325704
n04200800,n04423845,n02927161,n02910353,n03461385
n01819313,n03935335,n02111889,n03223299,n03938244
n07565083,n04152593,n07248320,n03871628,n04149813
n02086079,n02123394,n02112018,n02086240,n02098413
n03584254,n04074963,n02979186,n04116512,n02666196
n07873807,n07715103,n03724870,n04589890,n07753275
n02493509,n02483362,n02494079,n02488702,n02492035
n03670208,n03770679,n02965783,n04285008,n04592741
n04259630,n03884397,n03063599,n06596364,n03721384
n02109525,n02113023,n02110806,n02086910,n02088364
n01704323,n02124075,n03908714,n06785654,n03598930
n02233338,n01833805,n02229544,n02226429,n02167151
n03131574,n02808440,n04235860,n02804414,n03938244
n02105505,n04399382,n02098105,n04554684,n03938244
n02033041,n02027492,n02028035,n02006656,n03792782
n03992509,n02909870,n03775546,n04049303,n07860988
n02111889,n02098286,n04479046,n02105641,n03404251
n03733281,n03998194,n02797295,n03223299,n03697007
n03126707,n03240683,n03032252,n03344393,n04487394
n04263257,n03775546,n07579787,n07590611,n03133878
n02102480,n02102318,n02102973,n02113712,n02113624
n03871628,n03314780,n03729826,n07860988,n03485794
n07583066,n07590611,n07579787,n07714571,n04263257
n04589890,n09421951,n09332890,n09428293,n03733281
n03100240,n04285008,n03459775,n04037443,n03770679
n02930766,n02701002,n03977966,n03670208,n03770679
n03930313,n03804744,n04604644,n04153751,n04040759
n03584829,n04141975,n01440764,n03775546,n03776460
n03447721,n04141975,n03761084,n03271574,n04554684
n01693334,n07718472,n15075141,n03887697,n04200800
n02910353,n02769748,n03908714,n04162706,n04548280
n03938244,n04033995,n01742172,n02910353,n04259630
n02840245,n04476259,n03291819,n03857828,n03938244
n04517823,n04154565,n03141823,n03584829,n03000247
n03529860,n07248320,n03598930,n04149813,n04493381
n02776631,n04033995,n07734744,n07930864,n03938244
n03483316,n02951585,n03584829,n03476684,n04579432
n02817516,n04479046,n04376876,n03763968,n03929855
n03759954,n02804610,n04009552,n03372029,n04548280
n03733805,n04141975,n03445777,n03133878,n07930864
n04204238,n03482405,n03000134,n04599235,n03461385
n02110341,n02109047,n02088632,n03776460,n03777568
n04612504,n04147183,n07930864,n03947888,n04423845
n01943899,n13040303,n07836838,n13054560,n02869837
n04141327,n03658185,n03109150,n02268443,n04192698
n04263257,n04554684,n04141975,n03133878,n07930864
n03255030,n02916936,n04004767,n03584829,n03976467
n04005630,n02346627,n04589890,n02454379,n04590129
n03063689,n07720875,n03887697,n07760859,n02834397
n04517823,n04069434,n07930864,n03063689,n04325704
n04479046,n02883205,n02667093,n04350905,n04589890
n03866082,n04325704,n03980874,n02667093,n04479046
n02085620,n02104365,n02108915,n02087046,n02113978
n02107908,n02105412,n02108000,n02107142,n02106550
n04590129,n04589890,n04009552,n03776460,n03721384
n03623198,n04409515,n02802426,n04039381,n03942813
n04517823,n01695060,n01689811,n01685808,n04192698
n02808304,n01768244,n01955084,n03207743,n07760859
n02113023,n04209239,n02113186,n02088364,n02085620
n03188531,n04371430,n02807133,n03598930,n02808440
n03134739,n02454379,n03956157,n02790996,n04517823
n03840681,n03127747,n01440764,n03775546,n03776460
n03598930,n03461385,n12985857,n04332243,n01914609
n03598930,n01917289,n03980874,n02317335,n04254777
n03496892,n03785016,n03649909,n04517823,n04482393
n03924679,n04141975,n04004767,n02977058,n04554684
n02776631,n04443257,n03089624,n04070727,n03461385
n03709823,n04026417,n04204238,n02769748,n02992529
n02871525,n02791270,n04081281,n04204347,n03661043
n02808440,n03938244,n07715103,n02804414,n04399382
n02361337,n03598930,n02363005,n01917289,n02105162
n03657121,n02909870,n04589890,n04332243,n03761084
n02807133,n04200800,n02883205,n04584207,n04209133
n04597913,n04270147,n03733805,n04204238,n03775546
n01518878,n04590129,n02113799,n02841315,n06785654
n04033995,n02107312,n02105412,n04235860,n02107142
n07720875,n04517823,n04522168,n07742313,n07718472
n02177972,n04423845,n02226429,n03804744,n01775062
n02098105,n01943899,n02098286,n02808304,n03938244
n04033995,n03763968,n04442312,n03201208,n03379051
n03598930,n03291819,n03938244,n03485794,n04589890
n03954731,n03854065,n04200800,n04505470,n04597913
n03874599,n03075370,n03109150,n01440764,n03788365
n04525305,n07930864,n04404412,n02977058,n03196217
