n03530642,n02727426,n01756291,n01748264,n03776460
n03770679,n04037443,n04285008,n02974003,n03895866
n02787622,n04141076,n02749479,n04090263,n03838899
n04009552,n03777754,n04125021,n04554684,n02988304
n02110806,n02113186,n01440764,n03775546,n03776460
n04332243,n03459775,n03929660,n03658185,n04141327
n03063689,n04560804,n04398044,n03950228,n03063599
n03884397,n03250847,n01440764,n03776460,n03777568
n02110958,n03803284,n02108422,n02412080,n02097209
n03888605,n03535780,n02906734,n02790996,n04367480
n01685808,n01689811,n01693334,n01675722,n01687978
n07565083,n06785654,n04238763,n03291819,n02971356
n02883205,n04325704,n04591157,n04599235,n03627232
n02492660,n01882714,n02480855,n02493509,n02493793
n01798484,n01795545,n02018795,n01807496,n02130308
n02704792,n03100240,n04389033,n02814533,n03478589
n02088094,n02091831,n02090721,n02092002,n02113799
n04229816,n03127747,n03868863,n03424325,n03379051
n02098286,n02097298,n02097658,n02096177,n02097047
n02841315,n02963159,n04069434,n04485082,n04325704
n02825657,n03017168,n04423845,n03124170,n04259630
n04120489,n04019541,n03026506,n04133789,n03666591
n07718747,n07730033,n01440764,n03775546,n03776460
n04366367,n03933933,n03344393,n04311004,n09399592
n02883205,n01440764,n03775546,n03776460,n03777568
n04483307,n02981792,n04612504,n04147183,n03216828
n02107142,n02107312,n02089078,n02113978,n02092339
n01734418,n01740131,n01744401,n01735189,n01742172
n02096051,n02093991,n02095570,n02096294,n02113799
n02112137,n02112018,n02086079,n02364673,n02085620
n02085936,n02086240,n02098413,n02086079,n02097474
n03929855,n03763968,n02749479,n04090263,n02916936
n02018795,n02051845,n02011460,n01608432,n02012849
n02091831,n02091134,n02100735,n02109961,n02090721
n01728572,n01728920,n01735189,n01740131,n01630670
n02948072,n04081281,n03201208,n10148035,n07579787
n02112706,n02086079,n02110958,n02098105,n02110627
n03710637,n03450230,n02837789,n02892767,n04136333
n04070727,n03902125,n03075370,n04125021,n03337140
n03584254,n04041544,n03691459,n03777754,n03891332
n04235860,n04599235,n02910353,n03532672,n03803284
n01749939,n01729977,n01740131,n01739381,n01729322
n02086079,n02086240,n01440764,n03775071,n03775546
n03424325,n03868863,n04380533,n03637318,n04252077
n04485082,n02841315,n03126707,n03216828,n04069434
n02169497,n02206856,n02165456,n02281787,n02190166
n03259280,n07742313,n04597913,n03133878,n07718472
n02132136,n02133161,n02117135,n01440764,n03777568
n03445924,n04465501,n03649909,n03444034,n03384352
n12768682,n01440764,n03775071,n03775546,n03776460
n04296562,n07615774,n01943899,n03325584,n09229709
n01694178,n01693334,n01677366,n01644373,n02226429
n02361337,n02132136,n02077923,n01883070,n02410509
n03028079,n04523525,n03877845,n03781244,n02699494
n07753592,n07747607,n07716358,n01440764,n03775546
n04067472,n02536864,n02514041,n01440764,n02640242
n04579145,n04560804,n04522168,n04398044,n03950228
n04131690,n03935335,n02776631,n07880968,n03840681
n02236044,n04476259,n04355338,n01775062,n04523525
n04486054,n02699494,n03388043,n03903868,n03877845
n02971356,n03223299,n03495258,n03584829,n03127925
n03028079,n04429376,n02980441,n04081281,n03781244
n03976657,n03126707,n02268443,n06874185,n04116512
n02085620,n02087046,n02107312,n02113978,n02091032
n02104365,n02105056,n02105412,n02133161,n02097130
n06874185,n03976657,n02879718,n06794110,n03532672
n04557648,n03983396,n04560804,n01440764,n03773504
n04606251,n04254680,n04118538,n03720891,n02782093
n03535780,n03888605,n04540053,n02777292,n04149813
n02105412,n02107312,n02107142,n02106662,n02087046
n06785654,n07565083,n03291819,n03692522,n04118776
n02101388,n02102177,n02102040,n02100236,n02100735
n03393912,n04467665,n04296562,n01440764,n03775546
n04370456,n04599235,n02963159,n03595614,n03773504
n12985857,n13052670,n07734744,n13040303,n13054560
n07871810,n07579787,n07711569,n07836838,n02776631
n03742115,n03018349,n04070727,n03761084,n04423845
n04118776,n04238763,n04141975,n01440764,n03775546
n02101006,n01440764,n03776460,n03777568,n03777754
n02100583,n02088466,n02090379,n02099849,n02087394
n09246464,n02980441,n09399592,n02894605,n03781244
n07930864,n03063599,n03950228,n04560804,n03063689
n02123597,n01440764,n03775546,n03776460,n03777568
n03840681,n10148035,n02948072,n03617480,n07565083
n02363005,n01440764,n03775071,n03775546,n03776460
n04591713,n02823428,n07892512,n03983396,n03109150
n03598930,n03998194,n04149813,n03000134,n06596364
n03785016,n03599486,n04507155,n03876231,n04482393
n04081281,n03201208,n04263257,n07579787,n07930864
n02123394,n02971356,n02328150,n02127052,n02909870
n02018795,n01855032,n02028035,n01608432,n02037110
n02883205,n01440764,n03775546,n03776460,n03777568
n02091244,n02099712,n02087046,n02091032,n02089867
n03538406,n03967562,n02403003,n03868242,n04465501
n02930766,n04146614,n06874185,n03930630,n03770679
n01945685,n02321529,n01944390,n01990800,n01630670
n03594734,n04367480,n03124043,n03141823,n03770439
n02494079,n02493793,n02493509,n02484975,n02486261
n02398521,n01873310,n01698640,n02444819,n02363005
n04501370,n02977058,n03902125,n03425413,n03661043
n03417042,n04252225,n04467665,n03126707,n04461696
n03630383,n10148035,n03594734,n02871525,n02977058
n02837789,n03710637,n04136333,n03710721,n02892767
n02100583,n02088466,n02102318,n02100877,n02102480
n02497673,n02500267,n02097209,n02097047,n02124075
n02894605,n04606251,n09421951,n02814860,n03216828
n03895866,n03393912,n04335435,n03272562,n04310018
n01692333,n02319095,n02128385,n03782006,n01729322
n02091244,n02091032,n02091134,n02089867,n02087046
n01877812,n02120505,n02356798,n02119022,n02361337
n04325704,n03980874,n03866082,n04599235,n04525038
n07745940,n07753275,n07718472,n04476259,n07742313
n04485082,n03594734,n10148035,n04479046,n04356056
n04208210,n04252225,n04252077,n02099712,n02110185
n01986214,n02317335,n01667778,n01978455,n01990800
n02397096,n02396427,n02395406,n01883070,n01695060
n01692333,n01695060,n01677366,n01687978,n01629819
n03814639,n04336792,n04235860,n04162706,n03868863
n02012849,n02002556,n01855672,n02037110,n02002724
n04376876,n02879718,n03876231,n04154565,n03995372
n09332890,n03991062,n02317335,n09256479,n09468604
n02815834,n03775071,n03775546,n03776460,n03777568
n07579787,n02927161,n13040303,n03041632,n07768694
n03443371,n03720891,n03908714,n03891332,n03627232
n02110627,n02112706,n02086240,n02086079,n03691459
n03804744,n13037406,n12985857,n13040303,n12267677
n02391049,n02129604,n03967562,n02397096,n02123159
n04131690,n01440764,n03775071,n03775546,n03776460
n01930112,n03950228,n15075141,n03887697,n02281787
n07760859,n03530642,n07745940,n12768682,n07754684
n03770679,n02701002,n03769881,n03977966,n04461696
n02111500,n02104029,n02109525,n02111277,n02099601
n04252225,n04465501,n03967562,n01440764,n03775546
n02127052,n02120505,n01877812,n02119789,n02114855
n03180011,n03179701,n04152593,n03782006,n03793489
n13044778,n01440764,n03775071,n03775546,n03776460
n03743016,n02133161,n02894605,n02980441,n04326547
n04273569,n04552348,n02690373,n04483307,n03770679
n03761084,n04265275,n04070727,n04330267,n03337140
n04238763,n03887697,n03908714,n04372370,n03691459
n02794156,n03706229,n04355338,n04141975,n04548280
n03690938,n03916031,n04357314,n03937543,n03461385
n07730033,n07718747,n03930313,n13133613,n04275548
n04311174,n03721384,n03899768,n03697007,n03017168
n03109150,n01440764,n03775546,n03776460,n03777568
n03534580,n02730930,n03770439,n02895154,n03000247
n04532670,n03160309,n04366367,n04311004,n03933933
n02415577,n02412080,n02417914,n01440764,n03775546
n03207743,n03598930,n03388043,n02834397,n03887697
n03218198,n02109961,n02110063,n03868242,n02116738
n07716906,n07717556,n07718472,n07717410,n07716358
n03218198,n02109961,n02110063,n02110185,n02090721
n02667093,n03617480,n03045698,n03595614,n02669723
n02799071,n04118538,n04023962,n01806567,n01807496
n02346627,n01872401,n02486410,n02132136,n02363005
n03874293,n04376876,n03216828,n09332890,n01440764
n01537544,n01580077,n01440764,n03775546,n03776460
n01728572,n01728920,n01740131,n01734418,n01729977
n06794110,n04376876,n03000684,n04154565,n04208210
n01860187,n01855672,n02009912,n09332890,n02007558
n01742172,n01744401,n01688243,n01692333,n02233338
n02747177,n02892201,n03899768,n03903868,n03710193
n02939185,n03259280,n01440764,n03775071,n03775546
n04296562,n02676566,n04141076,n03272010,n02787622
n02950826,n02894605,n03773504,n04606251,n04347754
n02097298,n02097130,n02097047,n02097209,n02093859
n01819313,n02879718,n10148035,n01806567,n02109047
n02276258,n01440764,n03775071,n03775546,n03776460
n09428293,n09399592,n09421951,n09246464,n02894605
n01682714,n01693334,n01644373,n01694178,n01687978
n03710721,n03710637,n02837789,n01440764,n03776460
n04376876,n04332243,n04154565,n03041632,n04111531
n02672831,n04141076,n03759954,n03272010,n04536866
n02447366,n02445715,n01440764,n03775071,n03775546
n02860847,n04252077,n04019541,n03444034,n03127747
n02415577,n02412080,n02116738,n02417914,n02117135
n04254680,n04540053,n03445777,n03134739,n03788365
n01692333,n01440764,n03775546,n03776460,n03777568
n03876231,n02807133,n02777292,n04357314,n04371430
n03394916,n04141076,n03110669,n04487394,n03249569
n12144580,n13133613,n02233338,n03837869,n03775071
n01806567,n01440764,n03775546,n03776460,n03777568
n07720875,n06359193,n07753592,n04404412,n07749582
n07836838,n07579787,n07614500,n04111531,n07753592
n02088094,n02102318,n02100877,n02101006,n02100735
n02102040,n02106166,n02106030,n02101388,n02100735
n01580077,n01582220,n01537544,n01806567,n02018795
n07930864,n03775546,n07836838,n02909870,n01985128
n04238763,n04118776,n03729826,n02910353,n02666196
n04127249,n04120489,n03065424,n03627232,n03000134
n04540053,n02802426,n04254680,n03623198,n03535780
n02096294,n02096177,n02097047,n02086240,n02097474
n02443114,n02443484,n02441942,n02447366,n02442845
n03447447,n03877845,n03781244,n04486054,n03028079
n02093256,n02093428,n02108915,n02099712,n02099429
n02988304,n02979186,n03841143,n04392985,n04041544
n02423022,n02422699,n02879718,n02110806,n02422106
n07871810,n07579787,n07711569,n07716358,n07831146
n01704323,n01871265,n02504013,n01695060,n03776460
n02132136,n02134084,n02417914,n02133161,n02410509
n01558993,n01797886,n01833805,n01530575,n01807496
n02206856,n02169497,n02280649,n02190166,n02276258
n01833805,n01440764,n03773504,n03775071,n03775546
n03781244,n02980441,n03788195,n03877845,n04346328
n11879895,n01440764,n03775071,n03775546,n03776460
n07875152,n07711569,n04596742,n07590611,n07871810
n03930313,n04604644,n03000134,n04005630,n03899768
n03042490,n02906734,n03891251,n02797295,n02791124
n03954731,n01440764,n03775071,n03775546,n03776460
n03933933,n02894605,n04311004,n03216828,n04532670
n03126707,n04389033,n04044716,n03000684,n03240683
n03461385,n07753113,n07760859,n07749582,n07747607
n02447366,n02120505,n02119022,n02443114,n02120079
n03929660,n03938244,n03026506,n03595614,n02834397
n04550184,n04208210,n04367480,n02699494,n04532106
n02783161,n03388183,n04116512,n04154565,n04376876
n03355925,n04507155,n03944341,n12620546,n03930313
n07693725,n07697313,n07684084,n07697537,n02776631
n02123045,n02123159,n02124075,n02129604,n02128757
n09288635,n02894605,n03388043,n04310018,n03393912
n03196217,n03197337,n03841143,n04149813,n03761084
n04542943,n04270147,n07717410,n04330267,n03400231
n02091831,n02091134,n02092002,n03777568,n03777754
n03670208,n01440764,n03775546,n03776460,n03777568
n04487394,n03110669,n03394916,n04141076,n02804610
n02088094,n02105505,n02091635,n02105251,n02096051
n02454379,n01440764,n03775071,n03775546,n03776460
n02099849,n02100583,n02092339,n02090379,n02087394
n04409515,n07742313,n07718472,n07753113,n04039381
n01592084,n01601694,n01580077,n01534433,n01806567
n02092002,n02090721,n02093647,n02113799,n02093991
n07590611,n03633091,n02939185,n04263257,n04596742
n03992509,n01440764,n03775071,n03775546,n03776460
n02412080,n02415577,n01440764,n03775071,n03775546
n03075370,n03759954,n01440764,n03776460,n03777568
n02447366,n02443114,n02443484,n02441942,n02442845
n02669723,n03787032,n04350905,n04486054,n02825657
n12985857,n07718747,n13040303,n07730033,n13052670
n03584254,n03691459,n02992529,n04074963,n04041544
n01753488,n01756291,n01440764,n03776460,n03777568
n03706229,n02708093,n04328186,n02794156,n03197337
n02497673,n02500267,n02138441,n02137549,n03777754
n04069434,n03657121,n03976467,n04485082,n03208938
n01494475,n01484850,n01491361,n02640242,n02514041
n07873807,n07875152,n04263257,n07579787,n07711569
n03871628,n02951585,n03041632,n02971356,n03498962
n03457902,n03930313,n02793495,n11939491,n03991062
n03895866,n03670208,n04037443,n03769881,n03977966
n04376876,n04154565,n02783161,n03658185,n03481172
n01697457,n01698640,n01695060,n01677366,n01692333
n02101556,n02101388,n02100735,n01440764,n03777568
n11879895,n03000134,n03930313,n03891251,n09332890
n02071294,n02066245,n03388043,n04347754,n09288635
n04008634,n03773504,n02950826,n03710193,n04552348
n03961711,n03065424,n03459775,n04040759,n04435653
n03930313,n04040759,n02504013,n01871265,n02504458
n02793495,n03028079,n02859443,n09193705,n02980441
n12768682,n07730033,n02206856,n07802026,n07718747
n03657121,n03777754,n03623198,n03793489,n02988304
n07590611,n07711569,n04596742,n02939185,n07579787
n04204347,n04204238,n03207941,n03461385,n02672831
n02093754,n03590841,n02093991,n02108422,n02137549
n03207941,n02747177,n03376595,n04204238,n03876231
n09193705,n09399592,n09246464,n04228054,n04346328
n03379051,n01440764,n03776460,n03777568,n03777754
n02417914,n02412080,n02415577,n01440764,n03775546
n02107312,n02087046,n02093991,n02110806,n02087394
n02489166,n02486261,n02487347,n02356798,n02361337
n02231487,n01682714,n01693334,n12620546,n01828970
n03884397,n03476684,n03721384,n03720891,n03777568
n02837789,n04251144,n03710637,n09428293,n01943899
n03792782,n02835271,n04509417,n04228054,n03127747
n02782093,n04258138,n02692877,n04044716,n03888257
n01820546,n01818515,n01440764,n03776460,n03777568
n02981792,n04483307,n03662601,n04612504,n04147183
n06359193,n07565083,n04404412,n03291819,n06596364
n03443371,n02823750,n03950228,n04591713,n07892512
n01735189,n01737021,n01729977,n01739381,n01728572
n04501370,n01440764,n03775071,n03775546,n03776460
n03216828,n03662601,n03344393,n09332890,n02980441
n03770679,n02814533,n02974003,n04461696,n03891332
n06785654,n03085013,n04264628,n03832673,n03642806
n02104365,n02107312,n02105056,n02105412,n04325704
n01978287,n01981276,n01978455,n01980166,n01985128
n02794156,n04141975,n04238763,n01440764,n03775546
n02087394,n02090379,n02100583,n02093991,n02107142
n01443537,n02536864,n02007558,n02268443,n04275548
n04265275,n03347037,n04590129,n02788148,n04330267
n02123394,n02328150,n02883205,n02490219,n03776460
n04204347,n03085013,n03642806,n04505470,n04264628
n03337140,n03179701,n03180011,n04004767,n03793489
n03710721,n04259630,n03710637,n02807133,n04507155
n04147183,n03947888,n03216828,n04366367,n04612504
n02641379,n02514041,n02640242,n02536864,n01440764
n02328150,n01440764,n03775071,n03775546,n03776460
n02110185,n02109961,n01882714,n02123597,n02437616
n03992509,n03249569,n01440764,n03775546,n03776460
n02965783,n04356056,n04355933,n04404412,n02788148
n02096177,n02091467,n02105162,n02110063,n02110185
n01824575,n01440764,n03775071,n03775546,n03776460
n03929855,n03763968,n03110669,n02883205,n02916936
n02823750,n02815834,n04522168,n04591713,n04141076
n02643566,n09256479,n01914609,n02607072,n01950731
n12267677,n01742172,n01740131,n07742313,n01739381
n02672831,n04515003,n03729826,n03876231,n03452741
n02447366,n02443114,n02441942,n02443484,n02509815
n06874185,n06794110,n03891332,n03976657,n02930766
n03998194,n04599235,n03598930,n04325704,n03223299
n02317335,n02319095,n01914609,n01950731,n03791053
n03126707,n03976657,n03532672,n03535780,n04371774
n02056570,n01440764,n03775546,n03776460,n03777568
n02457408,n02492660,n02490219,n02481823,n01440764
n03443371,n04553703,n03786901,n03903868,n04380533
n04125021,n01440764,n03775071,n03775546,n03776460
n04346328,n02699494,n03781244,n04532106,n03388043
n03379051,n03127747,n04442312,n04037443,n04285008
n04311004,n04366367,n03933933,n03344393,n01440764
n02134084,n02104029,n02111500,n02114548,n02111889
n01910747,n01776313,n01930112,n03110669,n07749582
n07716358,n07718472,n07716906,n01440764,n03775546
n02134418,n02133161,n03776460,n03777568,n03777754
n02071294,n02066245,n01484850,n01494475,n01440764
n04335435,n03272562,n03895866,n04487081,n03825788
n03594734,n03770439,n03775071,n03775546,n03776460
n06359193,n04152593,n03180011,n03485407,n02977058
n04136333,n02797295,n03733131,n03599486,n04367480
n02097474,n02098105,n02105251,n02111129,n02094114
n07717410,n07716358,n01440764,n03775546,n03776460
n02092339,n02093647,n02088238,n02088364,n02109047
n04118776,n04376876,n01440764,n03775546,n03776460
n03785016,n03792782,n04482393,n02835271,n03791053
n02087394,n02108422,n02099712,n02093428,n02090379
n03028079,n03781244,n02825657,n02980441,n03877845
n03208938,n03792782,n03759954,n02835271,n04557648
n03720891,n04131690,n03443371,n04380533,n04562935
n03933933,n04366367,n04311004,n04562935,n03126707
n02480855,n02486410,n02132136,n02481823,n02486261
n04254777,n02883205,n04591157,n02892767,n03676483
n03404251,n02088632,n01877812,n02097209,n02417914
n03180011,n03179701,n03793489,n04517823,n03085013
n04049303,n03764736,n02909870,n02747177,n03017168
n04243546,n01440764,n03775546,n03776460,n03777568
n04423845,n01440764,n03775071,n03775546,n03776460
n03127747,n01440764,n03775546,n03776460,n03777568
n01644373,n01682714,n02259212,n01729977,n02256656
n03697007,n03874293,n03384352,n03271574,n04428191
n03770439,n03124170,n03133878,n04325704,n03814639
n04590129,n03223299,n04239074,n04041544,n03337140
n03942813,n01440764,n03775071,n03775546,n03776460
n02268443,n03000684,n02268853,n02264363,n03788365
n04008634,n03773504,n04389033,n03763968,n03000684
n04254680,n04118538,n04039381,n02799071,n09835506
n04125021,n03075370,n03902125,n02977058,n01440764
n04040759,n02096051,n04265275,n01943899,n02113624
n03924679,n04004767,n03207941,n04554684,n01440764
n04485082,n04069434,n04286575,n02841315,n03759954
n02410509,n02396427,n02132136,n02395406,n02412080
n04259630,n01440764,n03775546,n03776460,n03777568
n03584829,n01440764,n03775546,n03776460,n03777568
n02808304,n04548362,n03223299,n04026417,n03709823
n09193705,n03160309,n04065272,n02950826,n04008634
n01774750,n01775062,n01986214,n01980166,n02206856
n09421951,n03733281,n01943899,n02317335,n09428293
n07802026,n01440764,n03775546,n03776460,n03777568
n03938244,n04033995,n03026506,n03485794,n04344873
n04536866,n02992211,n02676566,n02787622,n03109150
n03814906,n03476684,n04548362,n04026417,n02869837
n02091467,n02112350,n02106662,n02110063,n03792782
n03902125,n03187595,n04372370,n04548280,n02978881
n03544143,n04418357,n04209239,n03447721,n04296562
n04367480,n03376595,n03899768,n03876231,n02797295
n04270147,n04118776,n04154565,n04367480,n03041632
n03376595,n04133789,n03223299,n03680355,n02172182
n02397096,n02395406,n02396427,n01704323,n02398521
n04254120,n04447861,n15075141,n04372370,n03777754
n04552348,n04592741,n02690373,n04266014,n02687172
n03047690,n04133789,n03476684,n04200800,n04120489
n07693725,n07875152,n07697313,n07579787,n07718472
n02113978,n01440764,n03775071,n03775546,n03776460
n03063689,n04398044,n04560804,n03950228,n04579145
n04336792,n03773504,n03666591,n04228054,n03908618
n07590611,n04596742,n07584110,n04263257,n02939185
n03599486,n02835271,n04482393,n02701002,n02667093
n01582220,n01601694,n01795545,n01560419,n01558993
n02791270,n02791124,n03476991,n04376876,n04532106
n02791124,n02791270,n04330267,n04553703,n04005630
n02129165,n02410509,n02480495,n02115913,n02396427
n03404251,n03045698,n03775546,n03776460,n03777568
n03459775,n03670208,n02930766,n03770679,n02701002
n04458633,n03837869,n01687978,n03388043,n03976657
n02978881,n02979186,n04392985,n01440764,n03775546
n02094433,n02087046,n02096294,n02112706,n02094114
n04252225,n03345487,n04465501,n04204347,n04461696
n02096177,n02094258,n02097298,n02096294,n02098286
n03496892,n04428191,n03417042,n04465501,n04461696
n03000684,n01440764,n03775071,n03775546,n03776460
n03983396,n02877765,n02823428,n03937543,n03089624
n02111277,n02104365,n02105056,n02099712,n02099429
n02787622,n02791270,n04141076,n04239074,n02971356
n02105056,n03642806,n04152593,n03180011,n02097298
n01829413,n02056570,n02058221,n01855672,n01843383
n04153751,n01440764,n03775071,n03775546,n03776460
n03271574,n03208938,n04264628,n04505470,n04428191
n03538406,n02536864,n02437312,n02437616,n02640242
n03970156,n03733805,n03786901,n04131690,n04447861
n03924679,n04004767,n03337140,n04070727,n01440764
n02111277,n02108551,n02107683,n02088094,n02097474
n01806143,n04275548,n03000134,n01537544,n01773797
n02113978,n02091032,n01440764,n03776460,n03777568
n03249569,n02787622,n03394916,n03250847,n02835271
n03347037,n03998194,n04040759,n04447861,n03742115
n03400231,n03259280,n04596742,n03633091,n04597913
n03404251,n04507155,n03124043,n03770439,n04399382
n04579145,n04591713,n02823428,n01440764,n03773504
n02276258,n01440764,n03775071,n03775546,n03776460
n02097474,n02096177,n02094114,n02098413,n02096437
n09835506,n02799071,n03888257,n03124170,n04296562
n03871628,n03617480,n02730930,n03637318,n04136333
n02099849,n02087394,n02090379,n02088466,n02088632
n02264363,n02229544,n02190166,n02177972,n02226429
n03384352,n04461696,n04465501,n04310018,n03496892
n03788365,n03388549,n03131574,n03125729,n03838899
n02094433,n02097658,n02097047,n02096294,n02092002
n02093647,n02113799,n02113712,n02102973,n02105505
n03759954,n04154565,n03733805,n03995372,n03666591
n03788195,n03220513,n03837869,n03781244,n01440764
n03720891,n01440764,n03775546,n03776460,n03777568
n07717556,n03047690,n03786901,n01440764,n03775546
n02113023,n02113186,n02110806,n02091244,n02105412
n01855032,n01847000,n01440764,n03775546,n03776460
n04275548,n03000247,n04332243,n01773549,n04589890
n02037110,n01582220,n02002724,n01795545,n02025239
n03782006,n03832673,n03180011,n03642806,n04152593
n03404251,n03770439,n02963159,n03980874,n04325704
n07613480,n07614500,n07932039,n07836838,n02776631
n02814860,n02894605,n03775546,n03776460,n03777568
n02939185,n04330267,n03133878,n04332243,n04596742
n03218198,n02109961,n02110063,n02110185,n02091467
n02443114,n02441942,n02447366,n02443484,n02492035
n02114367,n02114712,n02114548,n02114855,n02115641
n02109961,n02110185,n03218198,n02110063,n02113186
n03388043,n02980441,n04347754,n03216828,n02950826
n03841143,n03775071,n03775546,n03776460,n03777568
n03935335,n02786058,n03314780,n03124170,n04133789
n02690373,n04592741,n04552348,n04467665,n01440764
n02776631,n07693725,n07697537,n07697313,n07579787
n07932039,n07613480,n03443371,n03062245,n07892512
n01498041,n01496331,n01665541,n04208210,n01873310
n03874599,n03075370,n01440764,n03775546,n03776460
n02097130,n02095570,n02093859,n02099429,n07802026
n02992211,n02676566,n02804610,n04536866,n04141076
n07871810,n04111531,n04330267,n02909870,n03259280
n02783161,n03388183,n04116512,n03876231,n02840245
n02317335,n01630670,n01687978,n01682714,n01664065
n04067472,n03803284,n02098105,n03481172,n03623198
n04039381,n04540053,n04023962,n04005630,n04149813
n02361337,n01440764,n03775071,n03775546,n03776460
n04039381,n04409515,n03888257,n04254680,n04228054
n04370456,n03595614,n02963159,n04599235,n07248320
n01843065,n01833805,n01820546,n01828970,n03838899
n01877812,n02396427,n02395406,n02114855,n02120505
n02488291,n02483362,n02490219,n02488702,n02493509
n04356056,n02992529,n04355933,n03692522,n03494278
n02669723,n03787032,n04532106,n03249569,n01440764
n03018349,n03961711,n03016953,n03742115,n02870880
n03207743,n03223299,n02963159,n03775071,n04229816
n02096177,n02097047,n02097209,n02086240,n02094433
n02444819,n02447366,n02395406,n02454379,n01855672
n02105056,n02104365,n02109961,n02091467,n02106662
n03495258,n03775071,n03775546,n03776460,n03777568
n03207743,n02869837,n03938244,n03775071,n02808304
n04523525,n03781244,n02825657,n04486054,n03661043
n03775546,n03991062,n04522168,n04493381,n03201208
n03791053,n02860847,n03127747,n04252077,n03785016
n04004767,n02988304,n03642806,n04009552,n03180011
n02096437,n02091635,n02105641,n02090721,n02101556
n02087394,n02090379,n02108089,n02093754,n02108422
n04550184,n04370456,n04532106,n02669723,n03980874
n01882714,n01440764,n03775071,n03775546,n03776460
n12620546,n02169497,n02177972,n02219486,n02236044
n11879895,n01440764,n03775071,n03775546,n03776460
n03814639,n03724870,n01440764,n03775546,n03776460
n04462240,n04443257,n02791124,n02791270,n04200800
n03788365,n03125729,n02804414,n03131574,n03775546
n04423845,n04131690,n03018349,n03742115,n02870880
n03837869,n01440764,n03775071,n03775546,n03776460
n04429376,n02667093,n03998194,n03770439,n03866082
n02219486,n01774384,n01773797,n01773157,n02190166
n02815834,n04560804,n03874599,n03063689,n03388043
n03838899,n03110669,n03372029,n04141076,n02804610
n07684084,n07693725,n07875152,n07873807,n07717410
n02281787,n01440764,n03775071,n03775546,n03776460
n01829413,n01843383,n03775071,n03775546,n03776460
n04606251,n03947888,n03240683,n02077923,n03216828
n02795169,n04447861,n01440764,n03775071,n03775546
n04366367,n03125729,n03467068,n03697007,n04417672
n02486410,n02486261,n02484975,n02487347,n02134418
n04505470,n04264628,n03854065,n03637318,n02948072
n02488702,n02484975,n02510455,n02483362,n03788195
n02109525,n02108089,n02107574,n02089973,n02089867
n02783161,n04116512,n03908714,n03658185,n03388183
n04462240,n04200800,n03089624,n06596364,n03623198
n01558993,n01530575,n04604644,n01601694,n01440764
n07871810,n07711569,n07579787,n02776631,n02321529
n02655020,n02319095,n02346627,n03804744,n12985857
n02256656,n01978455,n01775062,n01774384,n01944390
n03290653,n03529860,n04404412,n01440764,n03775546
n03131574,n03125729,n03775546,n03776460,n03777568
n01829413,n03775071,n03775546,n03776460,n03777568
n02930766,n04037443,n04285008,n02974003,n01440764
n03529860,n04201297,n04404412,n03290653,n03347037
n02504013,n02504458,n01871265,n02397096,n06359193
n01675722,n01685808,n01682714,n01689811,n01693334
n02840245,n03691459,n03492542,n03337140,n04041544
n04392985,n02979186,n02978881,n02988304,n04041544
n04286575,n04404412,n04553703,n03637318,n03782006
n03404251,n04525038,n04026417,n03709823,n04548362
n02823428,n03983396,n04579145,n03937543,n02823750
n02951585,n03109150,n03532672,n04153751,n03908714
n02077923,n02444819,n01440764,n03775546,n03776460
n03814906,n02999410,n04579432,n03065424,n03000247
n01843065,n01833805,n01828970,n03773504,n03775071
n02804414,n03125729,n04235860,n03598930,n03188531
n03450230,n03866082,n03534580,n03770439,n04525038
n01749939,n01729977,n01739381,n01693334,n01740131
n04606251,n03095699,n03216828,n03240683,n03673027
n04552348,n04008634,n02687172,n03773504,n04266014
n03014705,n03584829,n02971356,n03482405,n03874599
n02910353,n03527444,n04026417,n04548362,n04127249
n03947888,n04147183,n03662601,n04606251,n03240683
n04081281,n02699494,n03452741,n04429376,n03388043
n02346627,n02504458,n02504013,n04275548,n01872401
n01667778,n01669191,n01667114,n02172182,n01986214
n07749582,n07747607,n07754684,n07753113,n07742313
n02128385,n02130308,n02128925,n01694178,n01687978
n02093754,n02096051,n02091635,n02095570,n02093991
n02092002,n02090721,n02093647,n02097298,n02097130
n02782093,n03888257,n02692877,n06874185,n04540053
n04310018,n03895866,n03393912,n01440764,n03776460
n02099267,n02108551,n02105056,n02111277,n02099429
n02134418,n02133161,n02510455,n02106166,n02132136
n03769881,n03770679,n04065272,n03977966,n03796401
n02776631,n03089624,n02927161,n03461385,n07695742
n01984695,n02643566,n01950731,n01985128,n01924916
n02097658,n02096294,n02096177,n02087046,n02094114
n02096051,n02095570,n02099849,n02099601,n02093754
n01924916,n02321529,n07714990,n13054560,n02526121
n02097130,n02097298,n02099267,n02107574,n02097047
n02105505,n02098105,n02105251,n02090721,n02096177
n03188531,n03623198,n15075141,n03887697,n02808304
n03100240,n04285008,n03459775,n02974003,n03930630
n03109150,n02951585,n04127249,n02840245,n03666591
n02233338,n01773797,n01773157,n02168699,n02169497
n03017168,n02825657,n03903868,n03983396,n04423845
n01819313,n02006656,n02009912,n01440764,n03776460
n02117135,n02116738,n02397096,n02115913,n03776460
n03871628,n03729826,n04525305,n03425413,n02786058
n03924679,n04004767,n03179701,n04179913,n03180011
n04399382,n03388043,n13044778,n02100583,n02095570
n04553703,n02808440,n04493381,n04239074,n04590129
