n02091032,n02096585,n02093428,n03803284,n02109047
n03393912,n07248320,n02791270,n04443257,n04149813
n04467665,n03769881,n03594945,n03895866,n03770679
n02791270,n03661043,n04532106,n02077923,n04081281
n07920052,n03692522,n03633091,n04317175,n02939185
n02484975,n02493793,n02494079,n02493509,n02488702
n04612504,n04147183,n02981792,n04483307,n03947888
n01530575,n01558993,n01608432,n01592084,n01531178
n03929660,n07747607,n03942813,n02786058,n02802426
n04540053,n03710637,n04597913,n02807133,n03720891
n01796340,n01819313,n01855672,n01807496,n01608432
n01828970,n03775071,n03775546,n03776460,n03777568
n03710637,n02837789,n03770439,n04317175,n02892767
n02749479,n02879718,n06596364,n04141076,n03782006
n02666196,n04525305,n02823428,n03089624,n03461385
n03141823,n03729826,n03804744,n02783161,n03876231
n02018795,n01518878,n01806143,n01807496,n01797886
n02869837,n03877472,n04325704,n03980874,n04209133
n02835271,n03891251,n04482393,n03967562,n03792782
n03201208,n04081281,n03394916,n03347037,n03018349
n01518878,n02412080,n01860187,n02012849,n01440764
n12057211,n03134739,n02169497,n12768682,n13040303
n03787032,n02669723,n07615774,n01440764,n03124170
n01873310,n02442845,n01945685,n01877812,n02119022
n04554684,n04553703,n04447861,n04254120,n02808440
n02791124,n04330267,n03255030,n04542943,n03796401
n01819313,n02009912,n02488702,n02006656,n01806143
n02364673,n01608432,n02091831,n02488291,n02441942
n04090263,n02749479,n03372029,n03876231,n03874599
n03794056,n03908618,n02966687,n03908714,n03876231
n03792972,n04613696,n04507155,n02782093,n03733131
n02493793,n03535780,n02494079,n02490219,n02492035
n07590611,n04263257,n02939185,n03259280,n07920052
n01530575,n01592084,n01580077,n02009912,n01534433
n12985857,n07717410,n01443537,n07720875,n07717556
n03124170,n04259630,n04209133,n03724870,n04462240
n01729322,n01744401,n01755581,n01756291,n01753488
n03627232,n03404251,n04367480,n01704323,n01917289
n02127052,n02123045,n02123159,n02120505,n02124075
n03775546,n03047690,n03690938,n03637318,n02837789
n04596742,n02939185,n03400231,n03259280,n03786901
n04346328,n03903868,n04153751,n04266014,n03976657
n04162706,n04317175,n02883205,n03763968,n03124170
n03444034,n04200800,n07753592,n03384352,n03461385
n07613480,n02776631,n07697313,n02823750,n07693725
n03884397,n03372029,n02672831,n03494278,n03868863
n04376876,n04208210,n03000684,n04372370,n03891251
n01924916,n01950731,n01440764,n03775546,n03776460
n02793495,n03776460,n04562935,n04467665,n04044716
n02481823,n02483708,n02134418,n02457408,n02484975
n03868242,n02403003,n02408429,n02107908,n02108000
n02356798,n02137549,n02441942,n02138441,n02442845
n04265275,n03908714,n02747177,n03666591,n03794056
n02077923,n04493381,n02410509,n02071294,n02104365
n02102973,n02113799,n02113712,n02099429,n02106382
n04380533,n02825657,n04613696,n03457902,n03220513
n02190166,n02268443,n02169497,n02165105,n02268853
n03259280,n03400231,n04596742,n07590611,n02939185
n02116738,n02106662,n01873310,n02105412,n02105162
n02091831,n02091134,n02109047,n02090622,n02088632
n02256656,n02233338,n02190166,n01990800,n01985128
n01872401,n02346627,n02363005,n02442845,n02077923
n02494079,n02492035,n02489166,n02487347,n02493509
n02408429,n02412080,n02403003,n02481823,n02480855
n02106550,n02107142,n02089078,n02107312,n02107574
n03929660,n03942813,n02802426,n01440764,n03775071
n03325584,n02088094,n02102318,n02101006,n03866082
n04332243,n03000134,n04589890,n03530642,n03759954
n04270147,n03388183,n04154565,n02783161,n03658185
n01630670,n01632777,n02640242,n02641379,n02514041
n04118776,n03884397,n04153751,n04116512,n04579432
n02114712,n02114367,n02114855,n02120505,n02106662
n02106166,n02106030,n02110185,n02110063,n02109961
n03134739,n03445777,n03649909,n02091244,n04409515
n02814860,n02825657,n04562935,n03710193,n02708093
n02110063,n02109961,n02110185,n02104365,n02114367
n03903868,n15075141,n04447861,n04346328,n03887697
n02398521,n02395406,n02504013,n01883070,n02408429
n04371430,n02837789,n02807133,n04357314,n04136333
n03532672,n03476684,n04127249,n04517823,n04355933
n02840245,n03291819,n04548362,n03916031,n04026417
n01986214,n13040303,n01978455,n02219486,n01985128
n04429376,n02699494,n03482405,n04591713,n02840245
n02120505,n02119789,n02119022,n02114855,n02125311
n03218198,n02096585,n02102040,n02110958,n02109961
n02783161,n01945685,n03666591,n03729826,n03481172
n03141823,n03970156,n03131574,n03770439,n04023962
n02089867,n02088364,n02088238,n02089973,n02107574
n02966687,n03602883,n03666591,n03908714,n03777754
n02786058,n03658185,n04116512,n02951585,n02783161
n09472597,n09193705,n09468604,n09246464,n09332890
n03085013,n04264628,n04548362,n03777754,n02979186
n03720891,n03134739,n03942813,n02948072,n03250847
n04049303,n02747177,n03776460,n04501370,n03661043
n11939491,n03930313,n01440764,n03773504,n03775071
n02105641,n02445715,n02095889,n02510455,n02097474
n03676483,n03494278,n07615774,n03884397,n04584207
n02364673,n02490219,n02342885,n02441942,n02085620
n01534433,n01592084,n01824575,n01560419,n01582220
n01735189,n01728572,n01685808,n01737021,n01728920
n02113023,n02105855,n02086910,n02113186,n02106030
n03743016,n04458633,n09246464,n03903868,n07802026
n07718472,n07720875,n07716358,n07714990,n07717410
n02114548,n02098286,n02120079,n02090721,n02098105
n04443257,n02776631,n02871525,n06596364,n04462240
n02096294,n02097658,n02094433,n02094258,n02094114
n02128925,n02128385,n01440764,n03776460,n03777568
n02264363,n04398044,n01944390,n07717410,n04286575
n03417042,n04467665,n03769881,n03345487,n04065272
n02444819,n02442845,n02443114,n02361337,n02441942
n02814533,n02930766,n03930630,n04037443,n03770679
n02092002,n02090721,n02091635,n02113799,n02113712
n03483316,n04517823,n04579432,n04265275,n03759954
n02107574,n02108000,n02107683,n02107908,n02088632
n04127249,n04579432,n04317175,n03532672,n03476684
n03532672,n03657121,n04074963,n03929660,n02988304
n07717556,n13054560,n07684084,n01943899,n03047690
n03595614,n02823750,n03063599,n03983396,n04131690
n04120489,n04133789,n03680355,n04355338,n03891332
n03000684,n04154565,n02966687,n02951585,n03843555
n01496331,n01498041,n09472597,n01632777,n01440764
n01807496,n01797886,n01532829,n01514859,n01514668
n04443257,n02871525,n02791270,n02977058,n02666196
n01855672,n01847000,n02051845,n01580077,n01806567
n03218198,n02110958,n02807133,n03868242,n04208210
n02085936,n02328150,n02490219,n02364673,n02493509
n04039381,n03498962,n03710721,n03532672,n04209239
n04153751,n01440764,n03775071,n03775546,n03776460
n01688243,n01687978,n01440764,n03776460,n03777568
n04591713,n04525038,n02786058,n03637318,n02823428
n01968897,n01944390,n03637318,n01955084,n02799071
n02172182,n01753488,n01644900,n01729322,n01806567
n02112018,n02085620,n02086910,n02113023,n02105855
n03770439,n02977058,n02860847,n02871525,n04507155
n03854065,n02699494,n03788195,n03877845,n03388043
n12267677,n12768682,n02489166,n01532829,n12620546
n02094258,n02093991,n02096177,n02096294,n02094114
n04254120,n04522168,n04557648,n03916031,n02823428
n01855672,n02006656,n02113799,n02007558,n02090622
n02100877,n02099267,n02099849,n02101006,n02108551
n02894605,n09332890,n09428293,n09399592,n02051845
n07697313,n07693725,n07875152,n07711569,n07614500
n03787032,n02669723,n04507155,n04162706,n03250847
n02264363,n02259212,n02226429,n01682714,n01693334
n03763968,n09835506,n02808304,n03124170,n02092339
n04074963,n03637318,n03929660,n04131690,n04254120
n04235860,n03792972,n02910353,n04355933,n03125729
n01984695,n01985128,n02643566,n01986214,n01981276
n12267677,n02236044,n07718747,n01694178,n07753113
n04335435,n04487081,n03895866,n03977966,n03272562
n02120505,n02356798,n01877812,n02119789,n02486261
n02104365,n02108915,n02105412,n02097298,n02096585
n03450230,n03534580,n10148035,n03866082,n03630383
n04330267,n09472597,n04286575,n04456115,n02948072
n02808440,n02100877,n04493381,n02808304,n02096294
n02106166,n02106030,n02105855,n02113186,n02500267
n03325584,n01440764,n03776460,n03777568,n03777754
n03803284,n02123597,n04254680,n03404251,n02342885
n03792972,n04613696,n03956157,n03220513,n03788365
n03933933,n04366367,n03216828,n03877845,n09332890
n02219486,n02172182,n02165105,n01986214,n01980166
n04443257,n03721384,n03495258,n03481172,n03661043
n02100583,n02107142,n02087394,n02105162,n02105412
n02104029,n02111889,n02113624,n02111500,n02113712
n06359193,n03291819,n03180011,n03777754,n02977058
n01616318,n01514859,n02012849,n02514041,n02481823
n02088632,n02107908,n02108000,n02107574,n02107312
n02165456,n03840681,n02169497,n03874599,n02786058
n02276258,n02233338,n02277742,n02168699,n01734418
n01514859,n01514668,n01807496,n02006656,n03788365
n03485407,n02992529,n03180011,n04152593,n03782006
n03584829,n04286575,n04557648,n03544143,n03992509
n02408429,n02397096,n02504458,n02396427,n02395406
n03124043,n03047690,n04023962,n02948072,n03676483
n01968897,n03065424,n02910353,n02526121,n02795169
n04252225,n03345487,n04461696,n01440764,n03776460
n02860847,n03995372,n04592741,n03888257,n04552348
n03425413,n04501370,n03902125,n02977058,n02747177
n04310018,n03272562,n04428191,n04461696,n03895866
n03017168,n04208210,n03062245,n03876231,n03633091
n03832673,n03642806,n03782006,n04152593,n03180011
n01770081,n02229544,n02236044,n02231487,n02219486
n03127925,n04486054,n03697007,n04326547,n04435653
n02089867,n02089973,n02088632,n02088364,n02108000
n03461385,n03899768,n02871525,n03788365,n03661043
n03485407,n03777754,n02992529,n04235860,n03908618
n01592084,n01582220,n01534433,n01530575,n01580077
n07715103,n07714571,n07760859,n07718472,n04507155
n02895154,n03146219,n03763968,n04192698,n03868863
n01795545,n01582220,n01616318,n01829413,n03776460
n03240683,n03947888,n03662601,n03344393,n03216828
n07695742,n07693725,n03590841,n07717410,n07717556
n03773504,n04008634,n02692877,n04266014,n02690373
n01608432,n02002556,n02002724,n02058221,n01614925
n04532670,n03781244,n03743016,n03933933,n04606251
n04049303,n02795169,n02909870,n02747177,n04560804
n02892201,n03347037,n04265275,n03777754,n02708093
n03857828,n04152593,n03782006,n03773504,n03775071
n01484850,n01494475,n04592741,n01491361,n04606251
n01601694,n01440764,n03775071,n03775546,n03776460
n04131690,n03916031,n04557648,n07920052,n03937543
n02666196,n04344873,n02910353,n03476684,n04548362
n02098286,n02085936,n02097658,n02098413,n02097474
n02641379,n01494475,n04592741,n01484850,n09472597
n04228054,n04019541,n03873416,n04252077,n03218198
n03980874,n03877472,n04325704,n02927161,n02963159
n04239074,n04589890,n04590129,n03388549,n03467068
n13052670,n01616318,n01968897,n03627232,n02415577
n03690938,n04357314,n03937543,n02840245,n03666591
n04127249,n02226429,n03804744,n02229544,n04153751
n03345487,n04461696,n04467665,n03769881,n02701002
n02113023,n02112018,n02086910,n02086646,n02085620
n01693334,n01729977,n01749939,n01682714,n01739381
n04229816,n03124170,n03127747,n03424325,n01440764
n02927161,n02077923,n02093991,n03495258,n02791270
n03956157,n03220513,n02692877,n04044716,n02782093
n02099601,n02099712,n02111500,n02090622,n02104029
n01740131,n03627232,n01756291,n13052670,n01755581
n02493509,n02490219,n02492035,n02483708,n02487347
n02509815,n02356798,n02125311,n02113023,n02119022
n02484975,n02500267,n02493509,n02490219,n02443114
n02950826,n03697007,n04428191,n03496892,n04465501
n02319095,n09256479,n02643566,n01917289,n02655020
n04346328,n03220513,n01440764,n03776460,n03777568
n02128757,n02128385,n02127052,n02130308,n02128925
n03998194,n04550184,n04476259,n03223299,n01440764
n02667093,n03045698,n04479046,n04370456,n03450230
n01943899,n01768244,n03188531,n01944390,n01955084
n04467665,n03930630,n04037443,n04461696,n02974003
n01944390,n01641577,n01534433,n01737021,n02325366
n01614925,n01608432,n02457408,n01616318,n07760859
n04346328,n03028079,n03388043,n02825657,n03781244
n02106550,n02096051,n02093754,n02112706,n02101006
n02111889,n02098286,n02090622,n02097298,n02328150
n03742115,n04009552,n04590129,n02971356,n04523525
n03197337,n04328186,n03196217,n03995372,n03908714
n02107574,n02108000,n02107908,n02089867,n02093428
n01945685,n01695060,n01728572,n01737021,n01944390
n02281787,n01773549,n03530642,n07734744,n01773797
n04355338,n04208210,n03495258,n03249569,n04099969
n02747177,n02795169,n04049303,n02808440,n03249569
n03903868,n01532829,n01514859,n03887697,n01514668
n09256479,n07714990,n01751748,n01917289,n02321529
n02966687,n03109150,n03481172,n04127249,n04548280
n02484975,n02107908,n02494079,n02488702,n02493509
n03630383,n03642806,n03782006,n02977058,n04004767
n02111277,n02108551,n02102318,n02106166,n02113799
n04591157,n03045698,n03866082,n02342885,n03958227
n04350905,n02883205,n04591157,n04479046,n04370456
n03995372,n03623198,n03424325,n04517823,n03127747
n06874185,n04380533,n07754684,n03761084,n03089624
n03337140,n03924679,n04125021,n04070727,n04554684
n02834397,n02097658,n02107312,n03223299,n03598930
n04311174,n04613696,n04507155,n02966193,n03956157
n04201297,n03388549,n04239074,n03899768,n04009552
n03908714,n04372370,n03916031,n04579432,n04286575
n01729322,n01756291,n01753488,n01740131,n01675722
n03929855,n03141823,n04479046,n03763968,n03770439
n02280649,n13133613,n07730033,n01693334,n12144580
n03903868,n04486054,n02747177,n03710193,n02843684
n02971356,n03481172,n04592741,n03876231,n03908618
n01843065,n01828970,n03775071,n03775546,n03776460
n07892512,n04591713,n04557648,n03983396,n02823428
n04004767,n02988304,n03924679,n03761084,n03832673
n01796340,n02325366,n02447366,n01806567,n02441942
n02493793,n02493509,n02488291,n02492660,n02112706
n01773797,n01773549,n04275548,n01773157,n01776313
n03220513,n03781244,n03028079,n02825657,n03788195
n02606052,n02056570,n04251144,n02607072,n04409515
n03127925,n04141975,n02971356,n03871628,n04591713
n02514041,n02641379,n01440764,n02640242,n02536864
n07684084,n07860988,n07697537,n07880968,n04525038
n03876231,n03908618,n04154565,n03908714,n04116512
n02794156,n04286575,n02988304,n03492542,n02979186
n01632777,n01630670,n01873310,n01496331,n02321529
n04238763,n04118776,n04376876,n02978881,n03085013
n01944390,n03075370,n03874599,n01667778,n01664065
n03876231,n03495258,n04597913,n04591713,n03017168
n02948072,n04597913,n12144580,n03530642,n04270147
n02096437,n02091635,n02094433,n02108551,n02102480
n02497673,n02500267,n01440764,n03775071,n03775546
n03843555,n03690938,n03937543,n03733805,n03476991
n07565083,n04238763,n03733805,n02971356,n07248320
n02097130,n02097298,n02097209,n02097047,n02093859
n04509417,n03891251,n04355338,n01518878,n02788148
n03657121,n04019541,n03692522,n03063599,n03843555
n02129165,n02415577,n02100877,n02412080,n02493509
n01693334,n01644373,n01694178,n01644900,n01641577
n07711569,n07871810,n07715103,n07614500,n07716906
n09472597,n09193705,n09468604,n03792972,n09399592
n02134418,n02483708,n02481823,n02133161,n02490219
n02219486,n01985128,n01983481,n01776313,n01981276
n02097047,n02097209,n02097130,n02088094,n02097474
n03950228,n04560804,n04398044,n07930864,n03063689
n02091467,n02105056,n04409515,n02099429,n02099267
n02980441,n03877845,n02793495,n03781244,n04346328
n02909870,n07695742,n04311174,n03482405,n04204238
n04376876,n09229709,n04131690,n04074963,n03724870
n04355338,n01440764,n03775071,n03775546,n03776460
n03950228,n03063599,n04560804,n07930864,n03063689
n03141823,n03424325,n02906734,n02950826,n03770439
n02086646,n02102177,n02101388,n02102318,n03838899
n02106662,n02116738,n02114712,n02096294,n02395406
n03956157,n03788195,n03220513,n03691459,n04286575
n02783161,n03658185,n04228054,n02951585,n03481172
n02112137,n02104029,n02111889,n02111500,n02099601
n04462240,n02102040,n04336792,n02086910,n03476991
n03126707,n04552348,n03804744,n04008634,n03773504
n02018795,n02114855,n02011460,n01518878,n02117135
n03337140,n03016953,n04550184,n03742115,n04070727
n01847000,n01828970,n03775071,n03775546,n03776460
n04125021,n03075370,n03602883,n04141975,n03761084
n04147183,n04612504,n04483307,n02981792,n03947888
n07720875,n07718472,n07716358,n07871810,n07717410
n02319095,n09256479,n01914609,n07718747,n12768682
n02510455,n02437616,n01440764,n03775071,n03775546
n04311174,n03661043,n04462240,n04200800,n02791270
n03584254,n02992529,n03691459,n04548362,n04372370
n03063689,n04542943,n07920052,n04270147,n03297495
n02099601,n02102318,n02099712,n02104029,n02108551
n02114855,n02114712,n02114367,n02115641,n02115913
n02268443,n01784675,n02264363,n02268853,n02865351
n07718472,n07716358,n13133613,n07717556,n07753275
n09332890,n03792972,n09193705,n04613696,n03457902
n03595614,n04229816,n03623198,n04370456,n03770439
n04239074,n04590129,n03201208,n04081281,n03661043
n02110958,n02091467,n02091134,n02085620,n02091032
n02129604,n02123159,n02129165,n02125311,n02128925
n07565083,n02971356,n03291819,n03871628,n04238763
n02086646,n02085782,n02102177,n03837869,n03775071
n03903868,n04367480,n04209239,n03482405,n02804414
n01819313,n01440764,n03775546,n03776460,n03777568
n04522168,n04560804,n03950228,n03617480,n03482405
n03271574,n04238763,n04125021,n04286575,n04141975
n02749479,n04141076,n04090263,n03838899,n04485082
n02843684,n03710193,n04125021,n02978881,n02747177
n02105855,n02106030,n02113023,n02113186,n02105412
n03131574,n03125729,n02804414,n03188531,n02834397
n02097658,n02105251,n02096294,n02093991,n02096177
n02095889,n02098286,n02095314,n02085936,n02105641
n03384352,n03697007,n04443257,n03661043,n02871525
n07880968,n07697313,n07697537,n07711569,n07693725
n02259212,n07718472,n07716358,n02236044,n02264363
n04069434,n02841315,n03995372,n03297495,n04009552
n01669191,n01667114,n01667778,n01664065,n01944390
n03908714,n03710193,n04125021,n04372370,n04330267
n01855672,n02012849,n01440764,n03775546,n03776460
n13037406,n01514859,n01514668,n02480495,n02100877
n01484850,n01491361,n01494475,n02640242,n02641379
n04476259,n02948072,n07613480,n04423845,n07860988
n03871628,n07248320,n03958227,n03207941,n04152593
n01774750,n01775062,n01773549,n01729322,n02116738
n02108551,n02107683,n02493509,n02096294,n02094433
n02090622,n02106166,n02106030,n02105855,n02106662
n04326547,n03733281,n02963159,n07754684,n01770081
n03724870,n09229709,n04584207,n02085620,n04399382
n02788148,n03976657,n03888605,n03355925,n03535780
n02112706,n02101006,n02099267,n03710637,n02100877
n04127249,n01930112,n03729826,n03532672,n02231487
n02095570,n02094114,n02098105,n02105251,n02093991
n02056570,n01582220,n02484975,n01560419,n02037110
n01795545,n01798484,n01440764,n03776460,n03777568
n07714571,n07715103,n07760859,n07717410,n07718747
n02107142,n02107312,n02105412,n02089078,n02088238
n01608432,n01614925,n01531178,n02058221,n01532829
n02105412,n02106030,n02113186,n02109961,n02113023
n04486054,n02825657,n03781244,n03877845,n03788195
n07880968,n04263257,n03958227,n03775546,n02808440
n07836838,n04597913,n01498041,n01945685,n01950731
n03461385,n03089624,n04462240,n04443257,n06596364
n13044778,n01806567,n13040303,n01601694,n02025239
n02102318,n02102480,n02099712,n02098105,n02100877
n03476684,n03908618,n04317175,n03584829,n02951585
n02096051,n02091635,n02094258,n02094114,n02096294
n02786058,n03690938,n04357314,n03188531,n03958227
n04536866,n03759954,n02787622,n03710637,n03250847
n02120505,n02397096,n02486410,n01877812,n02092002
n03347037,n03529860,n04404412,n03710193,n03014705
n02093256,n02099267,n02093428,n02105056,n02097209
n01443537,n01945685,n01631663,n02317335,n01950731
n03980874,n04325704,n04599235,n02808304,n02963159
n02395406,n03982430,n02441942,n02443114,n02939185
n04258138,n04355338,n03160309,n04604644,n03891251
n07584110,n04476259,n07717556,n07579787,n07920052
n04286575,n04332243,n04557648,n03065424,n04127249
n03786901,n02951585,n04376876,n03297495,n03868863
n02110341,n02109961,n02099712,n02093428,n02110185
n04141975,n02795169,n02965783,n02787622,n03447721
n02226429,n02264363,n02229544,n02268853,n02268443
n12267677,n07714990,n02280649,n12768682,n02281406
n04141327,n03908618,n04548362,n03347037,n03938244
n04118538,n02799071,n09835506,n04254680,n03623198
n02037110,n02017213,n02002724,n01440764,n03775546
n02226429,n02236044,n13133613,n02229544,n02231487
n01729322,n01740131,n01755581,n01734418,n13040303
n03314780,n03188531,n03825788,n03887697,n03476684
n02787622,n04141076,n03250847,n03249569,n04296562
n03594945,n04461696,n04037443,n02704792,n02701002
n07754684,n03384352,n03160309,n02105505,n04371774
n03729826,n03876231,n03666591,n04118776,n04116512
n04330267,n04515003,n04243546,n02979186,n04041544
n04147183,n04612504,n02981792,n03947888,n04483307
n02007558,n02006656,n03976657,n09229709,n02002556
n01560419,n01531178,n01828970,n01534433,n01530575
n02951358,n03873416,n02704792,n01440764,n03775546
n02807133,n04251144,n02790996,n03970156,n03976657
n04456115,n04141076,n03372029,n04296562,n02787622
n03769881,n03594945,n03930630,n03796401,n04065272
n02094433,n02097658,n02085936,n02094114,n02098413
n03692522,n04009552,n04141975,n03777754,n02808440
n04005630,n02107142,n02089078,n04023962,n03141823
n03075370,n04254120,n04356056,n03063599,n04355933
n03595614,n04370456,n04371430,n04591157,n02730930
n02514041,n02641379,n02640242,n01440764,n02536864
n03876231,n02786058,n04270147,n04116512,n03729826
n02793495,n04346328,n04417672,n09428293,n03956157
n04146614,n03126707,n03384352,n02704792,n02930766
n02089867,n02092339,n02089973,n02109047,n02100236
n04005630,n04589890,n04149813,n03393912,n03857828
n04266014,n02690373,n04552348,n03773504,n04008634
n04074963,n02992529,n03777754,n04264628,n03197337
n03785016,n04086273,n02749479,n03791053,n04090263
n02892201,n04355338,n04523525,n03160309,n03903868
n03042490,n09421951,n09468604,n09428293,n09246464
n04235860,n03980874,n04370456,n04532106,n03595614
n01990800,n01667778,n01986214,n01910747,n01784675
n03697007,n04081281,n04005630,n03899768,n04204347
n07720875,n01693334,n13133613,n01729977,n07714990
n07613480,n02776631,n02948072,n03133878,n07932039
n01737021,n01641577,n01644900,n01498041,n01873310
n03240683,n02814860,n03976657,n03773504,n03032252
n04330267,n03761084,n04590129,n04049303,n04070727
n01871265,n02504458,n02504013,n02408429,n02397096
n02137549,n02454379,n02396427,n02397096,n02395406
n03478589,n04461696,n04465501,n03417042,n02704792
n04554684,n02974003,n03775546,n04553703,n03424325
n02094433,n02096294,n02094258,n02094114,n02086910
n01818515,n02017213,n02009229,n04589890,n04590129
n02708093,n02825657,n04355338,n03478589,n03706229
n03447447,n03874293,n03216828,n01440764,n03776460
n03216828,n03673027,n03662601,n03447447,n04347754
n03710637,n02807133,n02837789,n04251144,n04371430
n07714990,n03991062,n04270147,n07583066,n03400231
n02607072,n01440764,n03775071,n03775546,n03776460
n02481823,n02492035,n02487347,n02486410,n02489166
n02102318,n02102480,n02099601,n02086079,n02088094
n09256479,n02643566,n01910747,n02319095,n02655020
n02123597,n02125311,n02091467,n02085620,n02124075
n02927161,n07684084,n04111531,n12768682,n03041632
n01985128,n01737021,n01980166,n01984695,n02219486
n02124075,n02110958,n02443484,n04235860,n02096585
n11939491,n02319095,n03530642,n07754684,n12144580
n04376876,n02790996,n04154565,n03255030,n03627232
n03729826,n01930112,n04456115,n02056570,n04330267
n01820546,n01818515,n01440764,n03776460,n03777568
n01847000,n01440764,n03775071,n03775546,n03776460
n02112137,n02114548,n02111889,n02112018,n02111500
n01632777,n01630670,n01748264,n01737021,n02454379
n04613696,n03903868,n03637318,n02895154,n04532106
n02974003,n03208938,n01440764,n03775546,n03776460
n04461696,n03384352,n04037443,n04146614,n03930630
n03627232,n01440764,n03775546,n03776460,n03777568
n02699494,n04081281,n03028079,n03781244,n04523525
n01753488,n01756291,n01740131,n01755581,n01729322
n11879895,n03733281,n03000134,n03877845,n04326547
n02398521,n02395406,n03775071,n03775546,n03776460
n02190166,n02229544,n02168699,n02177972,n02219486
n03000247,n02454379,n02484975,n03759954,n02494079
n01739381,n01729977,n01749939,n01644373,n02259212
n04371430,n02837789,n03710721,n03710637,n04136333
n04335435,n04487081,n03895866,n03345487,n03769881
n03476684,n04116512,n04548362,n03291819,n03908618
n02441942,n02137549,n02442845,n02443484,n02443114
n03259280,n04596742,n03400231,n02939185,n07717410
n03602883,n03793489,n04074963,n04372370,n04041544
n01795545,n01824575,n01514668,n01796340,n01616318
n01729322,n01689811,n13040303,n01945685,n13044778
n02113186,n02113023,n02110806,n02088364,n02088238
n03063599,n03950228,n07932039,n04560804,n07930864
n02113799,n02113712,n02100735,n02095314,n02093647
n02666196,n04116512,n03908618,n03676483,n03729826
n04525038,n03045698,n04591157,n04350905,n02669723
n01751748,n02321529,n09256479,n01496331,n01498041
n03661043,n02871525,n04443257,n03461385,n02870880
n01440764,n02536864,n02514041,n03775071,n03775546
n04228054,n04019541,n03873416,n02860847,n04367480
n04462240,n03742115,n03018349,n03961711,n02699494
n02808304,n02096585,n02089867,n02091032,n03868863
n03720891,n04067472,n04153751,n03908714,n03255030
n02514041,n02536864,n02641379,n02640242,n01440764
n03272562,n04335435,n03895866,n04487081,n04310018
n01601694,n02018207,n02444819,n02017213,n02363005
n02106662,n02091467,n02105056,n02092339,n02100877
n03494278,n02988304,n04041544,n04392985,n02979186
n02791270,n03160309,n03776460,n04208210,n03697007
n04350905,n03770439,n04049303,n03594734,n02963159
n02089078,n02108000,n02107142,n02107574,n02088632
n01614925,n02492660,n02843684,n02500267,n01622779
n01440764,n02727426,n02514041,n02641379,n03000684
n09399592,n09428293,n09246464,n09421951,n03160309
n04254777,n03775071,n04599235,n02869837,n03026506
n03599486,n04296562,n04487394,n03770439,n03838899
n02099849,n02087394,n02108089,n02099712,n02093256
n03445924,n03376595,n02791270,n04081281,n02992211
n03384352,n04465501,n04461696,n03496892,n04252225
n02108000,n02107908,n02088632,n02105412,n02106550
n03527444,n03041632,n03498962,n02951585,n04141327
n02794156,n04328186,n03706229,n04141975,n02988304
n01968897,n02786058,n03690938,n03825788,n03958227
n02133161,n01871265,n02100236,n02108000,n02504458
n03180011,n03782006,n03777754,n03347037,n04517823
n02494079,n02493509,n13040303,n02493793,n02497673
n02107142,n02101006,n02106550,n02089078,n02107908
n03425413,n03710193,n02815834,n02747177,n02909870
n01494475,n01498041,n01491361,n01484850,n01496331
n01742172,n03000684,n03697007,n04005630,n02749479
n02443114,n02441942,n02443484,n02442845,n02444819
n03649909,n03146219,n04557648,n03764736,n04049303
n02172182,n02454379,n02321529,n02219486,n01945685
n02107142,n02107312,n02087046,n02105412,n02089078
n04557648,n03063689,n02110341,n02747177,n02939185
n02134084,n02092339,n02104029,n02077923,n02114548
n02113624,n06785654,n03223299,n02113712,n02098105
n03733131,n03787032,n03661043,n04081281,n04311174
n03690938,n03916031,n03937543,n03476991,n04357314
n04259630,n03124170,n04317175,n03970156,n03720891
n01768244,n02391049,n03065424,n01872401,n01440764
n13037406,n13052670,n07734744,n13054560,n13044778
n02226429,n02229544,n02168699,n02268853,n02169497
n02013706,n02011460,n02033041,n01807496,n01798484
n02107142,n02107683,n02107574,n02107312,n02107908
n01817953,n01855672,n02655020,n02526121,n01440764
n02280649,n01819313,n02165456,n01440764,n03776460
n03814906,n03476684,n02877765,n04423845,n02999410
n04273569,n04252077,n02704792,n02860847,n03873416
n02090721,n02097209,n02097047,n02092002,n02096437
n07565083,n02892201,n02971356,n07248320,n03291819
n02091467,n02124075,n02112350,n02110063,n02328150
n02107574,n02107908,n02108000,n02088632,n02107683
n02484975,n02487347,n02500267,n02486261,n02488291
n02906734,n03482405,n04204238,n02730930,n04033995
n09468604,n09246464,n04366367,n09428293,n03042490
n01688243,n01632777,n02326432,n02500267,n02125311
n04606251,n01494475,n01498041,n02640242,n01491361
n01983481,n01985128,n04263257,n07584110,n03950228
n03891332,n03710193,n03584829,n03908714,n04141975
n02364673,n02481823,n02939185,n02667093,n02483708
n02730930,n04136333,n03709823,n04254777,n04325704
n02100583,n02088466,n02087394,n02100877,n02091831
n03874599,n03532672,n04367480,n04228054,n02906734
n03355925,n03776460,n03976657,n04562935,n02793495
n02364673,n02108089,n02090379,n02093991,n03125729
n03832673,n03196217,n02992529,n03197337,n04442312
n03857828,n04152593,n02977058,n03782006,n06359193
n01496331,n01498041,n07860988,n02526121,n03920288
n02110341,n02109047,n03775546,n03776460,n03777568
n04074963,n03494278,n02992529,n03777754,n04041544
n03223299,n04265275,n03887697,n02123597,n02087046
n03995372,n03000684,n03649909,n04517823,n03384352
n03938244,n03485794,n03877472,n02730930,n04476259
