n01986214,n01980166,n01990800,n01978455,n02256656
n03290653,n03529860,n02870880,n04404412,n01440764
n03131574,n03125729,n04344873,n02804414,n03775546
n01829413,n01843383,n01614925,n02056570,n01616318
n02930766,n02701002,n03977966,n02917067,n03670208
n03529860,n04404412,n03290653,n03691459,n03196217
n02504013,n02092339,n02504458,n01871265,n02108422
n01675722,n02091032,n02441942,n01630670,n01728572
n03908714,n03793489,n04372370,n03691459,n04286575
n03584254,n04392985,n03379051,n03908714,n03976467
n04286575,n03196217,n02988304,n04009552,n03908714
n03709823,n04532106,n04026417,n03404251,n03617480
n02823428,n03983396,n04591713,n04579145,n01440764
n02951585,n04086273,n03109150,n03476684,n04579432
n02504013,n02444819,n01872401,n01871265,n02443484
n03627232,n02865351,n02910353,n02999410,n03814906
n01843065,n01833805,n01828970,n03773504,n03775071
n03958227,n06785654,n03887697,n02804414,n15075141
n03450230,n02667093,n04525038,n10148035,n03594734
n01693334,n01682714,n01749939,n01729977,n01687978
n03095699,n03344393,n03240683,n03216828,n04347754
n04592741,n02690373,n04552348,n04044716,n04266014
n03874599,n02788148,n03532672,n04127249,n03658185
n03527444,n04141327,n02910353,n04133789,n03124043
n03947888,n04347754,n04147183,n04606251,n03240683
n04081281,n04200800,n02927161,n02699494,n03201208
n02346627,n01872401,n02488702,n02906734,n02051845
n02172182,n03000247,n03680355,n02174001,n02167151
n12267677,n07749582,n02843684,n07747607,n07768694
n02128385,n02130308,n01675722,n01694178,n01729322
n02093754,n02099849,n02105162,n02093991,n02112706
n02092002,n02090721,n02093647,n02113799,n02097209
n02782093,n02692877,n03888257,n04286575,n04540053
n04310018,n04355338,n04458633,n02892201,n02825657
n02108551,n02099267,n02111277,n02105056,n02111129
n02134418,n02106166,n02500267,n02108000,n02107683
n03769881,n03770679,n02814533,n04065272,n03594945
n02776631,n03461385,n03089624,n04081281,n02927161
n01984695,n02643566,n04462240,n01986214,n02219486
n02097658,n02098105,n02094433,n02097474,n02094114
n02100735,n02108422,n02099601,n02109047,n02099712
n02321529,n13054560,n01496331,n02317335,n12267677
n02108000,n02107908,n02113186,n01795545,n01582220
n02098413,n02097474,n02094114,n02086240,n02105251
n03950228,n03786901,n04522168,n15075141,n03775546
n03100240,n03770679,n04285008,n02814533,n03930630
n03481172,n02966687,n03109150,n04154565,n02951585
n02167151,n02168699,n01773157,n01773797,n02169497
n03903868,n02950826,n03017168,n03124043,n03047690
n01819313,n02500267,n02006656,n02510455,n01614925
n02117135,n02099712,n02116738,n02093256,n02114712
n03871628,n04548362,n02840245,n02977058,n03642806
n03924679,n04004767,n04330267,n03207941,n04554684
n02085620,n02099601,n04399382,n02099712,n02093256
n04590129,n04239074,n04553703,n03742115,n03887697
n03838899,n02804610,n03476991,n03372029,n03250847
n03425413,n03902125,n03710193,n04125021,n02747177
n02840245,n03584829,n03908714,n03476684,n03954731
n03976467,n03902125,n02977058,n03384352,n02701002
n04392985,n02979186,n02988304,n04525305,n04041544
n02124075,n02095889,n02097209,n02097047,n02100735
n02869837,n02808304,n03124170,n07880968,n03877472
n03131574,n03388549,n03482405,n03125729,n03089624
n02109525,n02106166,n02086646,n02113186,n01855032
n01824575,n01558993,n01807496,n01560419,n01582220
n04044716,n04355338,n03160309,n04258138,n01440764
n02108000,n02107908,n02107683,n02107574,n02106166
n03584254,n04404412,n02992529,n02988304,n04041544
n04266014,n02690373,n04552348,n04592741,n02692877
n03944341,n03291819,n07734744,n04116512,n03476684
n01751748,n02526121,n01737021,n07583066,n01984695
n02025239,n02027492,n01440764,n03775546,n03776460
n04111531,n04040759,n04265275,n04442312,n04049303
n02102973,n02099429,n02113712,n02113799,n02093859
n03776460,n02814533,n03594945,n03930630,n03796401
n09246464,n09399592,n02980441,n03160309,n04326547
n02174001,n01530575,n04251144,n03803284,n03967562
n02389026,n03803284,n03124170,n02105412,n02085620
n03759954,n02841315,n02951585,n03692522,n02795169
n01795545,n01582220,n01616318,n02002724,n01798484
n02790996,n03384352,n03337140,n04336792,n03179701
n01749939,n02526121,n01739381,n01729977,n04398044
n03133878,n04263257,n03775546,n07873807,n07583066
n03124043,n04254777,n04591713,n02077923,n04270147
n04392985,n02988304,n02979186,n04041544,n04004767
n02093754,n02106550,n02492660,n02112706,n02085620
n03461385,n13133613,n04584207,n12144580,n02480495
n03250847,n02909870,n04367480,n03786901,n03729826
n02132136,n02410509,n01871265,n02403003,n02408429
n03733281,n04604644,n01440764,n03775546,n03776460
n02226429,n02229544,n02236044,n02259212,n02231487
n03843555,n03841143,n03424325,n04192698,n03208938
n02105855,n02871525,n02445715,n02971356,n03207941
n02256656,n02190166,n01978455,n01667778,n01667114
n03272010,n02676566,n02787622,n03666591,n04536866
n03781244,n02825657,n03877845,n02708093,n03028079
n03891251,n03992509,n04099969,n02837789,n03141823
n03733131,n04371774,n03976657,n09229709,n03535780
n02325366,n02326432,n01440764,n03775546,n03776460
n07711569,n07579787,n07871810,n03259280,n07695742
n03028079,n03837869,n02825657,n04366367,n04044716
n02100877,n02094433,n02101388,n02093991,n02102040
n03133878,n07836838,n03920288,n07871810,n04332243
n03590841,n02823750,n03196217,n04591713,n02786058
n03197337,n03657121,n02992529,n04328186,n04069434
n03595614,n04525038,n02730930,n02892767,n03026506
n03494278,n02992529,n04357314,n03692522,n03476991
n04270147,n02966687,n03481172,n03075370,n04591713
n01860187,n01847000,n02018207,n02017213,n01855672
n02086910,n02105855,n02113186,n02106166,n02102177
n02457408,n02492660,n02480495,n02493509,n02481823
n03627232,n03476684,n04133789,n02999410,n03047690
n03133878,n03063689,n04560804,n03259280,n04398044
n03947888,n04147183,n03216828,n04606251,n03240683
n02823428,n02823750,n07892512,n03983396,n07932039
n02097298,n02106382,n02105056,n02097209,n02093859
n02107574,n02108000,n02107908,n02107683,n02105412
n02802426,n04540053,n04200800,n03916031,n03535780
n04099969,n03967562,n03376595,n04482393,n02788148
n03201208,n04597913,n04099969,n03125729,n03876231
n03476991,n03690938,n04357314,n03676483,n03666591
n02113023,n02115641,n02113186,n02110185,n02109961
n03777754,n03584254,n03832673,n03492542,n04009552
n02895154,n04286575,n04005630,n02672831,n04296562
n02099849,n02100583,n02093991,n02412080,n02417914
n04037443,n04285008,n03670208,n04461696,n03345487
n01820546,n01440764,n03775546,n03776460,n03777568
n02107312,n02107142,n02105412,n02087046,n02106550
n03272562,n04149813,n04296562,n03956157,n04335435
n07579787,n02939185,n03249569,n01981276,n02776631
n02090379,n02087394,n02099712,n02099601,n02088364
n04509417,n04482393,n02835271,n03785016,n03599486
n07760859,n03840681,n03047690,n02708093,n04548280
n04380533,n03124043,n03637318,n03770439,n03788365
n02992211,n02672831,n03494278,n03372029,n04141076
n03124043,n03594734,n04033901,n04350905,n04591157
n02403003,n03868242,n03538406,n02408429,n03967562
n04209239,n03131574,n03887697,n04070727,n04553703
n03706229,n04328186,n03447721,n03187595,n04317175
n02094433,n02094114,n02096294,n02097658,n02094258
n02807133,n03873416,n04228054,n07615774,n03888257
n03452741,n04515003,n02666196,n02788148,n04591713
n09193705,n03792972,n03792782,n09472597,n09332890
n03065424,n04398044,n02939185,n03271574,n03843555
n03933933,n04366367,n02788148,n03976657,n04258138
n01739381,n01749939,n01729977,n01644373,n02259212
n03483316,n04286575,n03759954,n03424325,n03691459
n02098105,n02093991,n02094114,n02095570,n02096051
n02107574,n02108000,n02107908,n02107683,n02088238
n02130308,n02128385,n02128925,n01440764,n03777568
n02105641,n02106166,n02111889,n02113624,n02106030
n03976657,n04458633,n02950826,n03000684,n03372029
n03692522,n02841315,n04317175,n03691459,n04009552
n02777292,n03888605,n03535780,n02009912,n03873416
n04070727,n03089624,n07565083,n02776631,n03742115
n04548280,n03794056,n02708093,n03492542,n04476259
n03388183,n02783161,n03676483,n03876231,n04154565
n02704792,n03930630,n04037443,n04285008,n03444034
n02786058,n03250847,n03124170,n02231487,n02808304
n02112706,n02094433,n02086079,n02096294,n02093754
n11879895,n07802026,n02793495,n03976657,n09332890
n01729977,n01749939,n01694178,n12985857,n01704323
n13040303,n13054560,n13052670,n01986214,n01978455
n03476684,n07248320,n04153751,n03666591,n03109150
n03992509,n04376876,n02091032,n03958227,n03530642
n07590611,n07873807,n03259280,n07871810,n03400231
n01729322,n01728572,n01748264,n01728920,n01737021
n02006656,n02028035,n02011460,n02009912,n01855672
n04286575,n03666591,n02948072,n03729826,n03676483
n01518878,n02437312,n02437616,n02088094,n02490219
n07615774,n04317175,n03710637,n02992529,n04357314
n07718472,n07714571,n07742313,n07583066,n07749582
n15075141,n03759954,n03887697,n04286575,n04376876
n04019541,n04228054,n02860847,n01440764,n03775546
n04049303,n02795169,n03018349,n06874185,n02791270
n04485082,n03000134,n03873416,n03976657,n03141823
n02264363,n02259212,n01739381,n01531178,n01843383
n02233338,n02219486,n01986214,n01980166,n02167151
n03032252,n04149813,n06794110,n03345487,n03976657
n02841315,n02807133,n04069434,n04357314,n07615774
n13044778,n01944390,n13040303,n01667778,n12768682
n02981792,n04483307,n04147183,n04612504,n03947888
n02134084,n02117135,n02110341,n02114548,n02129165
n01682714,n03930313,n04589890,n04604644,n01693334
n04118538,n04336792,n04456115,n03249569,n04254680
n04550184,n04239074,n04590129,n03742115,n02971356
n03538406,n02704792,n03776460,n04065272,n04552348
n02099267,n02101006,n02099429,n02088094,n02100735
n03467068,n02870880,n04380533,n03388549,n03201208
n03868863,n04336792,n02791270,n04376876,n03476991
n01632777,n02514041,n04493381,n01990800,n01630670
n01817953,n03995372,n03868863,n03483316,n03840681
n04254777,n04277352,n04599235,n04325704,n02963159
n01616318,n01582220,n01608432,n02002724,n01614925
n04263257,n07590611,n07873807,n07579787,n07871810
n03838899,n02804610,n04350905,n03770439,n04023962
n02865351,n03602883,n04317175,n02988304,n03840681
n02445715,n02510455,n02509815,n02488702,n02364673
n04009552,n03271574,n04179913,n03297495,n04041544
n02089867,n02089973,n02088364,n02088632,n02088238
n02256656,n02190166,n02206856,n01986214,n01667778
n01860187,n01855672,n02018207,n01440764,n03775071
n02815834,n04560804,n03733805,n02747177,n03764736
n04447861,n04277352,n02910353,n04476259,n04286575
n03887697,n02951585,n03954731,n03584829,n02786058
n04133789,n04026417,n03047690,n02910353,n04120489
n03584254,n04074963,n02988304,n02992529,n03691459
n02790996,n03623198,n02749479,n03255030,n03995372
n02006656,n02007558,n07734744,n12998815,n13040303
n03187595,n04517823,n03584829,n04476259,n03775546
n03782006,n04152593,n04404412,n03180011,n03642806
n02747177,n03467068,n03594734,n04204347,n03902125
n03942813,n03535780,n02777292,n03888605,n02666196
n03216828,n03947888,n03662601,n03240683,n04606251
n07831146,n04263257,n07579787,n07614500,n12144580
n03538406,n02977058,n02090721,n04049303,n02395406
n04532670,n04311004,n01984695,n04366367,n03160309
n03018349,n03016953,n04429376,n03961711,n04550184
n02093991,n02094258,n01855032,n02094114,n02099601
n01917289,n09256479,n01496331,n01498041,n02526121
n01729322,n01744401,n01669191,n01740131,n01667114
n02108422,n02108089,n02087394,n02088466,n02090379
n03197337,n03594945,n02814533,n02930766,n03977966
n04485082,n03109150,n03658185,n04228054,n03476684
n03775546,n04263257,n07930864,n02808440,n04553703
n03920288,n04263257,n04332243,n07932039,n07584110
n01537544,n01818515,n01580077,n01806143,n01828970
n03495258,n03884397,n04429376,n03980874,n03000247
n02727426,n03530642,n01755581,n03223299,n01729322
n02094258,n02105251,n02096294,n02096051,n02096177
n02011460,n01739381,n01737021,n02013706,n12267677
n04120489,n04252077,n03379051,n03791053,n03124043
n02088364,n02111500,n02099712,n04409515,n02099601
n03895866,n03272562,n04335435,n03393912,n04389033
n02102040,n02106166,n02085782,n02106030,n02088094
n04371774,n02105056,n02099429,n02093859,n02102973
n04081281,n03661043,n03992509,n03201208,n02777292
n02791124,n02795169,n03697007,n03794056,n04005630
n03661043,n04501370,n04443257,n02871525,n02776631
n02115913,n02117135,n02112137,n02115641,n02119022
n02108422,n02100583,n02088466,n02090379,n02087394
n04209133,n02807133,n07615774,n03884397,n02883205
n02410509,n02403003,n01440764,n03775071,n03775546
n01729322,n01740131,n01744401,n01753488,n01756291
n03483316,n04579432,n03255030,n03935335,n04270147
n02701002,n03977966,n03769881,n02930766,n01440764
n03792782,n02835271,n03000684,n02879718,n03785016
n03995372,n02988304,n04517823,n04154565,n03481172
n04070727,n04554684,n03207941,n03337140,n03924679
n01494475,n02640242,n01484850,n01491361,n02134084
n07871810,n12144580,n07579787,n07711569,n07880968
n02011460,n01797886,n01807496,n01824575,n03958227
n02892767,n04356056,n03476684,n03692522,n04355933
n02423022,n02422699,n02091032,n02091134,n02115641
n04597913,n02786058,n03250847,n01494475,n07860988
n03344393,n03874293,n03947888,n03240683,n03216828
n02096177,n02105162,n02094258,n02091467,n02115641
n03868863,n03424325,n10565667,n04356056,n04355933
n04423845,n04153751,n04332243,n03786901,n02815834
n02110185,n02102040,n02110063,n02107683,n02113186
n02177972,n02169497,n02168699,n02219486,n03792782
n03197337,n02992529,n03976467,n04069434,n04328186
n03924679,n04004767,n02977058,n04447861,n03297495
n01749939,n01729977,n02268443,n02165456,n02219486
n02226429,n02641379,n01494475,n01484850,n01664065
n04229816,n03000247,n02869837,n04399382,n02454379
n01742172,n01753488,n01685808,n01756291,n01755581
n02321529,n01924916,n01955084,n01950731,n01784675
n03874293,n03344393,n03496892,n03345487,n04428191
n03623198,n04023962,n03970156,n04517823,n03141823
n01872401,n02363005,n02346627,n01440764,n03775546
n02112018,n02086910,n02096294,n02112137,n02105855
n02492035,n02494079,n02493509,n02493793,n02484975
n04037443,n04285008,n03770679,n03670208,n03930630
n03777754,n03666591,n04116512,n04041544,n03584829
n01697457,n01873310,n01698640,n01644900,n02259212
n03131574,n02788148,n03125729,n03495258,n03961711
n01824575,n02013706,n01829413,n01806567,n01560419
n03272562,n04335435,n04487081,n03895866,n03393912
n02098286,n02097298,n02114548,n02094258,n02094114
n03220513,n03877845,n03788195,n04523525,n03781244
n03666591,n04286575,n03729826,n02948072,n03196217
n13037406,n01440764,n03775071,n03775546,n03776460
n04604644,n04005630,n03000134,n03933933,n04258138
n03394916,n03110669,n04141076,n04487394,n03788195
n01744401,n01742172,n01740131,n01729322,n01756291
n02114367,n02114855,n02114548,n02127052,n02120505
n04542943,n03314780,n03691459,n03272010,n03271574
n02807133,n04200800,n03983396,n02823428,n04462240
n02268443,n01773549,n02268853,n01773797,n02190166
n03832673,n03314780,n03887697,n03291819,n03642806
n02088466,n02087394,n02090379,n02108422,n02099712
n11939491,n02281406,n02280649,n03944341,n07734744
n03788195,n07745940,n03355925,n02699494,n04589890
n07860988,n03786901,n07614500,n07693725,n03775546
n03642806,n03832673,n03782006,n03452741,n04081281
n02134084,n02077923,n02510455,n02104029,n02099601
n02092339,n02091032,n02087394,n02090379,n02099712
n02480855,n02412080,n07802026,n02481823,n04371774
n04252077,n03218198,n09421951,n09332890,n04228054
n04591713,n07892512,n03109150,n07836838,n02823428
n02094114,n02098413,n02096437,n02097474,n02096177
n03134739,n03445777,n04409515,n04254680,n02799071
n03982430,n02607072,n03937543,n03134739,n03602883
n02108000,n02107908,n02107574,n02107683,n02105412
n01729322,n01697457,n01755581,n01740131,n01692333
n07697313,n07695742,n07693725,n07579787,n07697537
n02977058,n04525305,n03902125,n06359193,n04074963
n02123045,n02124075,n02123394,n02110063,n02112350
n03843555,n03255030,n02708093,n03208938,n03937543
n01518878,n02012849,n02137549,n02441942,n02006656
n02509815,n02125311,n02510455,n02486261,n02441942
n02837789,n03710721,n03710637,n04371430,n04493381
n03976657,n03535780,n03733131,n04540053,n04258138
n03764736,n03874599,n04127249,n02909870,n02747177
n02097130,n02093859,n02106382,n02105056,n02437616
n01943899,n01950731,n03825788,n04254120,n01924916
n03447721,n03633091,n03017168,n04141975,n04553703
n02233338,n01986214,n02172182,n02177972,n02219486
n02747177,n03891332,n02807133,n03710193,n02909870
n02870880,n03018349,n03290653,n01440764,n03776460
n04265275,n04040759,n02747177,n04517823,n04442312
n02497673,n02500267,n02138441,n02488291,n03825788
n01986214,n01728920,n01667778,n01669191,n01944390
n02963159,n04599235,n04591157,n03980874,n02883205
n02099712,n02099267,n02093256,n02089078,n02109047
n02793495,n03028079,n03457902,n04258138,n03930313
n03691459,n02979186,n04069434,n04392985,n04041544
n02106166,n02086910,n02085782,n02113186,n02106030
n07583066,n04596742,n04597913,n03991062,n07714990
n02088094,n02097474,n02105251,n02098413,n02099601
n07711569,n03400231,n07860988,n04596742,n02939185
n02346627,n02442845,n02445715,n02396427,n01872401
n07695742,n07697537,n07614500,n07684084,n07836838
n03895866,n03417042,n03594945,n04336792,n02704792
n01784675,n01990800,n03775546,n03776460,n03777568
n09835506,n02799071,n04254680,n04540053,n02007558
n03291819,n03485794,n04548362,n04026417,n03026506
n03179701,n04009552,n04152593,n04404412,n03529860
n02415577,n02412080,n02132136,n02113186,n02077923
n04370456,n02916936,n04350905,n02963159,n03141823
n04525305,n03983396,n03742115,n04443257,n04125021
n04254777,n03026506,n03207743,n04599235,n03775071
n02640242,n02641379,n01491361,n02514041,n02264363
n02699494,n03877845,n03028079,n03781244,n04429376
n01677366,n02514041,n01697457,n02397096,n01695060
n02641379,n02514041,n02640242,n02807133,n04251144
n02086240,n02098413,n02086646,n02097474,n02086079
n02107574,n02108000,n02088364,n02088238,n02113186
n11879895,n01440764,n03775071,n03775546,n03776460
n03769881,n04065272,n03770679,n03796401,n04009552
n04090263,n02749479,n02879718,n04141327,n04086273
n03803284,n02088632,n02110341,n02100236,n02091032
n04485082,n04367480,n03141823,n04208210,n04355338
n03482405,n03201208,n02776631,n04081281,n04200800
n02077923,n10565667,n02643566,n02488702,n09256479
n03944341,n03721384,n02666196,n04367480,n02906734
n01930112,n02236044,n02788148,n04592741,n03832673
n02113186,n02110806,n02102177,n02091244,n02106166
n04296562,n03110669,n03249569,n04141076,n02948072
n03602883,n04179913,n04286575,n04009552,n03271574
n04081281,n02871525,n03661043,n03384352,n03461385
n01774384,n02219486,n02177972,n02174001,n01776313
n01855032,n01847000,n02018207,n02037110,n02017213
n02109047,n02099267,n02099712,n02107574,n02099429
n02111500,n02105641,n02111889,n02085936,n02104029
n12998815,n07734744,n13054560,n07768694,n07747607
n03218198,n02110063,n04252077,n09193705,n02110185
n03216828,n03095699,n03673027,n02687172,n02704792
n04371774,n03976657,n04507155,n04336792,n03792972
n02114712,n02115913,n02119022,n02119789,n02115641
n04548280,n02794156,n03018349,n02708093,n04125021
n02276258,n02277742,n01440764,n03775546,n03776460
n04033995,n03938244,n03908618,n03131574,n04209239
n03393912,n03032252,n04467665,n03874293,n03796401
n04033995,n04523525,n03788365,n02096177,n01695060
n03478589,n04389033,n02704792,n04009552,n04125021
n07583066,n07711569,n07715103,n04596742,n07714990
n02497673,n01877812,n02110063,n02412080,n02110185
n03445924,n03769881,n03791053,n04065272,n03670208
n02747177,n04560804,n04554684,n03207941,n03761084
n03937543,n03314780,n04357314,n03690938,n04074963
n02098286,n02096177,n02094258,n02097047,n02114548
n02804610,n03838899,n03372029,n04270147,n02749479
n01744401,n01664065,n07695742,n01748264,n01740131
n04367480,n04517823,n03141823,n04154565,n02783161
n03000247,n03146219,n04192698,n04200800,n04399382
n02099712,n02091032,n02093428,n02087046,n02093256
n03777754,n03297495,n03483316,n03602883,n04041544
n04009552,n01768244,n04505470,n04264628,n02672831
n02490219,n02493509,n02443114,n02112350,n02443484
n04501370,n03742115,n04070727,n03924679,n04239074
n01531178,n01440764,n03775071,n03775546,n03776460
n02116738,n02106662,n02105056,n02117135,n02091467
n01950731,n01924916,n09256479,n12267677,n12985857
n02113624,n02113712,n02094114,n02094258,n02113799
n03482405,n04118776,n03127925,n03272010,n04204238
n02276258,n02281787,n01833805,n02279972,n02168699
n07715103,n07760859,n07711569,n07714571,n03837869
n03026506,n02786058,n04026417,n04116512,n03291819
n02108551,n02107683,n02101006,n02097474,n02096294
n02129604,n02128925,n02128385,n02127052,n01685808
n02109047,n02408429,n02099712,n02403003,n02097130
n02106550,n02107908,n02107142,n02107574,n02093256
n02102040,n02102318,n02100735,n02106166,n02107908
n04366367,n03976657,n03000134,n02879718,n04532670
n04523525,n04486054,n04532670,n03781244,n02825657
n03028079,n03776460,n02825657,n02814860,n03781244
n03877845,n03220513,n03788195,n03028079,n03388043
n03903868,n02825657,n04355338,n04486054,n02892201
n03792972,n02859443,n04507155,n10148035,n02793495
n03782006,n04152593,n04404412,n04296562,n03637318
n02009229,n01580077,n01537544,n01582220,n01601694
n02085936,n02098286,n02328150,n02094114,n02098413
n02447366,n02445715,n02488702,n02484975,n02510455
n07745940,n03461385,n03089624,n07873807,n07753275
n02102318,n02094114,n02099601,n02096294,n02098413
n07590611,n04263257,n07875152,n07932039,n07579787
n02115641,n02114855,n02114712,n02119022,n02120505
n02676566,n04258138,n03929660,n04265275,n03272010
n03425413,n02747177,n03891332,n03710193,n04335435
n03538406,n03445924,n01984695,n03733281,n02410509
n03494278,n06794110,n04074963,n03777754,n03666591
n01843383,n04591713,n03720891,n09229709,n02823428
n07768694,n07745940,n04332243,n12620546,n03937543
n04392985,n02988304,n02979186,n04125021,n04041544
n03063689,n04560804,n03950228,n07930864,n03063599
n03026506,n03938244,n02834397,n03223299,n03775071
n07730033,n11939491,n02319095,n01914609,n02280649
n02096294,n02097658,n02094114,n02094258,n02094433
n04515003,n03494278,n04111531,n02979186,n03895866
n02112018,n02123394,n02123045,n04265275,n02112350
n13044778,n13052670,n12985857,n12768682,n07734744
n02965783,n04162706,n04356056,n04355933,n02841315
n02120505,n02119789,n02119022,n02114855,n01440764
n02058221,n02051845,n01819313,n01855672,n02009912
n03314780,n03692522,n03929660,n04447861,n04118538
n02793495,n02727426,n03127925,n03223299,n03180011
n02708093,n04548280,n02794156,n04328186,n04118538
n03764736,n04560804,n02939185,n02916936,n02909870
n04125021,n03014705,n04330267,n04553703,n03207941
n01665541,n09428293,n09421951,n02894605,n02454379
n02398521,n02640242,n01484850,n02641379,n02395406
n02950826,n03255030,n02790996,n02795169,n04067472
n02395406,n02906734,n01872401,n04532670,n03494278
n07836838,n07711569,n07871810,n03633091,n04597913
n02264363,n02268853,n02268443,n02169497,n02177972
n02777292,n03255030,n03888605,n02843684,n02870880
n03788195,n03877845,n04523525,n04486054,n03388043
n04258138,n04562935,n06794110,n02825657,n04044716
n03956157,n03788195,n03220513,n01440764,n03775546
n02114367,n02115641,n02109961,n02114855,n02114712
n02097474,n02097658,n02091635,n02098105,n02105251
n02091032,n02091467,n02091831,n03483316,n02091134
n03838899,n02804610,n03372029,n04141076,n03110669
n02437616,n02114855,n02119789,n02115641,n02109961
n04370456,n03595614,n03958227,n04235860,n07248320
n02423022,n02422699,n02422106,n01440764,n03775546
n02112706,n02105162,n02093754,n02123597,n02106662
n02096585,n02093256,n02093428,n02113186,n02097047
n03000134,n02497673,n02125311,n02483362,n02128757
n04264628,n04505470,n02966687,n04086273,n04154565
n02098286,n02085936,n02096177,n02105641,n02098105
n02319095,n01914609,n02321529,n07730033,n01950731
n02909870,n04560804,n02747177,n03950228,n04522168
n04296562,n03759954,n03272010,n03710637,n02892767
n04330267,n04515003,n03297495,n03452741,n04070727
n02481823,n02483708,n02480855,n02133161,n02488702
n03933933,n03160309,n04366367,n04532670,n03895866
n12057211,n13133613,n12144580,n01945685,n02281406
n03584254,n04141975,n03793489,n03908714,n04579432
n03425413,n03785016,n04065272,n03791053,n04310018
n03259280,n02939185,n03764736,n02909870,n04049303
n04443257,n02823428,n04149813,n04200800,n04462240
n01494475,n01496331,n01491361,n01484850,n01498041
n03133878,n03259280,n03775546,n04560804,n02909870
n07697537,n12144580,n07880968,n07717410,n07579787
n04125021,n03388549,n03697007,n04429376,n03467068
n03794056,n02441942,n02363005,n02447366,n03642806
n03384352,n04517823,n03000684,n02930766,n03444034
n03976657,n04296562,n03873416,n04540053,n04355933
n02108422,n02108089,n02088466,n02087394,n02109047
n04254777,n01820546,n04599235,n02883205,n04507155
n01616318,n01829413,n01614925,n01514668,n01807496
n02999410,n03109150,n02676566,n04328186,n03874599
n03444034,n09421951,n02704792,n03649909,n04037443
n03532672,n03476684,n04153751,n04277352,n06359193
n04612504,n04147183,n03947888,n02981792,n04483307
n02917067,n04592741,n04552348,n02690373,n03773504
n07716358,n07718472,n03481172,n04270147,n04026417
n02095314,n02095570,n02105641,n02093647,n02090622
n03770679,n04461696,n03977966,n02701002,n03796401
n04486054,n02825657,n03781244,n03032252,n02950826
n03637318,n02782093,n02892767,n03530642,n02971356
n02786058,n02892767,n04133789,n02910353,n03124043
n03877845,n04523525,n03028079,n03781244,n02699494
n07717410,n07716906,n03400231,n07717556,n03590841
n02112350,n02112018,n02110063,n02105855,n02106030
n04325704,n03980874,n02916936,n03763968,n04136333
n04251144,n10565667,n01498041,n02071294,n01665541
n01978287,n01981276,n01978455,n01986214,n07614500
n03763968,n03642806,n03394916,n03838899,n03832673
n07590611,n07579787,n04263257,n07831146,n07614500
n03063689,n03950228,n03124170,n04542943,n03424325
n02111500,n02105505,n02093647,n02105641,n02104029
n02097474,n02091635,n02098413,n02105641,n02098105
n02113799,n02093859,n03627232,n02113712,n02097130
n04317175,n02971356,n03720891,n06596364,n04070727
n12768682,n01797886,n01950731,n02319095,n01751748
n03599486,n02835271,n03538406,n04482393,n03376595
n01685808,n01728572,n01675722,n01689811,n01735189
n03187595,n02988304,n03197337,n03075370,n03492542
n07615774,n02777292,n03720891,n04023962,n03535780
n02490219,n02493509,n01514859,n02326432,n01622779
n03658185,n04579432,n03476684,n04141327,n04127249
n09256479,n02321529,n01443537,n01914609,n02607072
n06596364,n07248320,n02672831,n04243546,n04443257
n07697537,n07697313,n07718472,n07880968,n07693725
n02389026,n02102177,n02091244,n02101388,n02437616
n04252225,n03388043,n03218198,n03344393,n04310018
n03417042,n03977966,n04461696,n04467665,n03594945
n03697007,n04465501,n03271574,n04009552,n03249569
n01978455,n01873310,n01986214,n02441942,n01985128
n02097130,n02097047,n03803284,n02097209,n02097298
n03063689,n04560804,n04398044,n03908714,n03950228
n01924916,n01950731,n01440764,n03775546,n03776460
n03240683,n03126707,n03947888,n01440764,n03775546
n03837869,n04008634,n04458633,n03788195,n03773504
n02114712,n02119022,n02119789,n02115913,n02115641
n02403003,n02457408,n02397096,n02410509,n02093991
n04371774,n02939185,n02787622,n02481823,n03259280
n03676483,n04116512,n03314780,n03937543,n03657121
n02091467,n02091032,n02096585,n02091134,n02085620
n03207941,n04004767,n04254120,n15075141,n04179913
n03026506,n02895154,n03482405,n03617480,n02892767
n04487081,n04335435,n03895866,n03272562,n03769881
n03888257,n02782093,n02692877,n04540053,n01910747
n04033901,n02906734,n04009552,n04208210,n02840245
n01631663,n01630670,n02231487,n02236044,n02786058
n03447721,n04332243,n03249569,n03786901,n03017168
n02097658,n02094433,n02098413,n02094114,n02097474
n02256656,n02169497,n02268853,n02236044,n02264363
n09468604,n04366367,n04326547,n09246464,n03733281
n07613480,n07614500,n02776631,n07836838,n07880968
n09193705,n04228054,n09472597,n04356056,n03792972
n04070727,n02110063,n02808440,n02123597,n02105855
n06785654,n03085013,n04238763,n07565083,n01440764
n03179701,n03180011,n03085013,n03793489,n03782006
n01984695,n01737021,n01981276,n01985128,n01630670
n04192698,n03724870,n02910353,n03146219,n02895154
n02966193,n04462240,n04200800,n03047690,n03089624
n03584254,n03691459,n04372370,n04548362,n01440764
n03032252,n04149813,n03673027,n04467665,n03355925
n02226429,n01978455,n01677366,n01737021,n02256656
n07892512,n03691459,n03180011,n03782006,n04152593
n02106382,n02097130,n02097209,n02097047,n02092002
n04125021,n04372370,n03196217,n03761084,n04554684
n03786901,n03775546,n04263257,n07932039,n07930864
n04467665,n02793495,n09193705,n04065272,n04044716
n03498962,n02883205,n03041632,n03481172,n03584829
